sample_name,Reference epoxy resin
1210.00,0.184968
1208.00,0.169981
1206.00,0.154897
1204.00,0.143265
1202.00,0.133020
1200.00,0.122002
1198.00,0.113322
1196.00,0.106484
1194.00,0.103489
1192.00,0.096597
1190.00,0.094714
1188.00,0.091980
1186.00,0.088991
1184.00,0.086367
1182.00,0.085738
1180.00,0.083028
1178.00,0.082490
1176.00,0.083182
1174.00,0.083220
1172.00,0.081530
1170.00,0.082855
1168.00,0.081331
1166.00,0.082517
1164.00,0.081234
1162.00,0.080967
1160.00,0.080060
1158.00,0.083125
1156.00,0.082195
1154.00,0.081258
1152.00,0.081430
1150.00,0.083749
1148.00,0.080865
1146.00,0.082932
1144.00,0.082312
1142.00,0.081700
1140.00,0.082619
1138.00,0.082982
1136.00,0.084400
1134.00,0.083174
1132.00,0.082372
1130.00,0.082320
1128.00,0.082253
1126.00,0.084214
1124.00,0.085024
1122.00,0.084491
1120.00,0.086157
1118.00,0.085206
1116.00,0.084229
1114.00,0.084697
1112.00,0.085993
1110.00,0.083996
1108.00,0.085945
1106.00,0.084346
1104.00,0.087369
1102.00,0.085911
1100.00,0.086902
1098.00,0.085564
1096.00,0.087739
1094.00,0.087231
1092.00,0.088049
1090.00,0.087962
1088.00,0.088747
1086.00,0.086355
1084.00,0.087724
1082.00,0.086484
1080.00,0.086834
1078.00,0.086897
1076.00,0.086620
1074.00,0.088610
1072.00,0.087180
1070.00,0.088697
1068.00,0.090010
1066.00,0.090770
1064.00,0.088514
1062.00,0.089635
1060.00,0.090858
1058.00,0.090214
1056.00,0.090476
1054.00,0.088442
1052.00,0.089084
1050.00,0.091469
1048.00,0.089486
1046.00,0.090025
1044.00,0.089504
1042.00,0.089854
1040.00,0.092839
1038.00,0.090251
1036.00,0.090519
1034.00,0.092700
1032.00,0.091278
1030.00,0.092462
1028.00,0.092858
1026.00,0.093437
1024.00,0.091413
1022.00,0.092487
1020.00,0.092717
1018.00,0.091592
1016.00,0.094381
1014.00,0.092546
1012.00,0.094194
1010.00,0.094997
1008.00,0.092074
1006.00,0.093123
1004.00,0.094216
1002.00,0.093095
1000.00,0.094386
998.00,0.092953
996.00,0.094127
994.00,0.094284
992.00,0.095302
990.00,0.095603
988.00,0.094502
986.00,0.096141
984.00,0.094391
982.00,0.094668
980.00,0.095634
978.00,0.094443
976.00,0.094983
974.00,0.094724
972.00,0.096547
970.00,0.097971
968.00,0.098223
966.00,0.098937
964.00,0.100058
962.00,0.104618
960.00,0.106723
958.00,0.110402
956.00,0.118026
954.00,0.128544
952.00,0.139352
950.00,0.155836
948.00,0.175975
946.00,0.204285
944.00,0.236517
942.00,0.276902
940.00,0.322116
938.00,0.378239
936.00,0.437267
934.00,0.502746
932.00,0.574087
930.00,0.646367
928.00,0.718299
926.00,0.788265
924.00,0.851636
922.00,0.909601
920.00,0.954224
918.00,0.984468
916.00,0.998980
914.00,1.000000
912.00,0.985191
910.00,0.954948
908.00,0.909600
906.00,0.851980
904.00,0.789360
902.00,0.720781
900.00,0.645835
898.00,0.573404
896.00,0.503980
894.00,0.438433
892.00,0.378239
890.00,0.322245
888.00,0.277643
886.00,0.237812
884.00,0.205730
882.00,0.178954
880.00,0.158142
878.00,0.143273
876.00,0.129260
874.00,0.121270
872.00,0.117451
870.00,0.113078
868.00,0.112818
866.00,0.115167
864.00,0.116943
862.00,0.122191
860.00,0.130283
858.00,0.138918
856.00,0.153014
854.00,0.169045
852.00,0.186484
850.00,0.207128
848.00,0.230997
846.00,0.255705
844.00,0.280973
842.00,0.306012
840.00,0.332591
838.00,0.352667
836.00,0.373132
834.00,0.388438
832.00,0.396835
830.00,0.397553
828.00,0.396308
826.00,0.386364
824.00,0.373132
822.00,0.352201
820.00,0.329874
818.00,0.305274
816.00,0.280997
814.00,0.252797
812.00,0.228469
810.00,0.203890
808.00,0.182854
806.00,0.164507
804.00,0.150482
802.00,0.137127
800.00,0.127305
798.00,0.118945
796.00,0.110311
794.00,0.107490
792.00,0.101992
790.00,0.101558
788.00,0.097538
786.00,0.096888
784.00,0.097231
782.00,0.097856
780.00,0.096352
778.00,0.095611
776.00,0.096010
774.00,0.093920
772.00,0.095529
770.00,0.094740
768.00,0.093301
766.00,0.096100
764.00,0.092967
762.00,0.094594
760.00,0.094144
758.00,0.092427
756.00,0.093207
754.00,0.093579
752.00,0.093456
750.00,0.094098
748.00,0.091667
746.00,0.093647
744.00,0.092660
742.00,0.093339
740.00,0.091324
738.00,0.092961
736.00,0.090949
734.00,0.093979
732.00,0.090816
730.00,0.092024
728.00,0.092476
726.00,0.092182
724.00,0.093499
722.00,0.092505
720.00,0.090414
718.00,0.092344
716.00,0.092844
714.00,0.091109
712.00,0.091014
710.00,0.092178
708.00,0.089219
706.00,0.091899
704.00,0.091795
702.00,0.091046
700.00,0.088797
698.00,0.090424
696.00,0.090492
694.00,0.088908
692.00,0.089514
690.00,0.088694
688.00,0.091020
686.00,0.090434
684.00,0.089554
682.00,0.088471
680.00,0.090491
678.00,0.089056
676.00,0.089494
674.00,0.087082
672.00,0.088983
670.00,0.087666
668.00,0.089344
666.00,0.086727
664.00,0.088960
662.00,0.086806
660.00,0.088755
658.00,0.088120
656.00,0.088833
654.00,0.087991
652.00,0.087320
650.00,0.086902
