sample_name,Reference acrylic coating
1210.00,0.285842
1208.00,0.267761
1206.00,0.251707
1204.00,0.241082
1202.00,0.234676
1200.00,0.232824
1198.00,0.235673
1196.00,0.241929
1194.00,0.252672
1192.00,0.267879
1190.00,0.287443
1188.00,0.308946
1186.00,0.334061
1184.00,0.359600
1182.00,0.387965
1180.00,0.417273
1178.00,0.444797
1176.00,0.474065
1174.00,0.500298
1172.00,0.524201
1170.00,0.544455
1168.00,0.560445
1166.00,0.573512
1164.00,0.579321
1162.00,0.582102
1160.00,0.579719
1158.00,0.571903
1156.00,0.559507
1154.00,0.540948
1152.00,0.519701
1150.00,0.497147
1148.00,0.467707
1146.00,0.439838
1144.00,0.407528
1142.00,0.375750
1140.00,0.345328
1138.00,0.314482
1136.00,0.285515
1134.00,0.255354
1132.00,0.228763
1130.00,0.204716
1128.00,0.183556
1126.00,0.164557
1124.00,0.146787
1122.00,0.131020
1120.00,0.118021
1118.00,0.108326
1116.00,0.096826
1114.00,0.091137
1112.00,0.084835
1110.00,0.079408
1108.00,0.075546
1106.00,0.071138
1104.00,0.069599
1102.00,0.068273
1100.00,0.065381
1098.00,0.064766
1096.00,0.064175
1094.00,0.064168
1092.00,0.063989
1090.00,0.064287
1088.00,0.062979
1086.00,0.062717
1084.00,0.063179
1082.00,0.062206
1080.00,0.063272
1078.00,0.063643
1076.00,0.062083
1074.00,0.064081
1072.00,0.063777
1070.00,0.063333
1068.00,0.062792
1066.00,0.064262
1064.00,0.063517
1062.00,0.065110
1060.00,0.063486
1058.00,0.065071
1056.00,0.065176
1054.00,0.065154
1052.00,0.065188
1050.00,0.063873
1048.00,0.064674
1046.00,0.063873
1044.00,0.065734
1042.00,0.064178
1040.00,0.064548
1038.00,0.065340
1036.00,0.065199
1034.00,0.064668
1032.00,0.064581
1030.00,0.066465
1028.00,0.065363
1026.00,0.066327
1024.00,0.065447
1022.00,0.065083
1020.00,0.066180
1018.00,0.065651
1016.00,0.066739
1014.00,0.065654
1012.00,0.067749
1010.00,0.067958
1008.00,0.066478
1006.00,0.066294
1004.00,0.067180
1002.00,0.067782
1000.00,0.068474
998.00,0.067080
996.00,0.066515
994.00,0.067501
992.00,0.068473
990.00,0.068444
988.00,0.068799
986.00,0.068261
984.00,0.068959
982.00,0.067395
980.00,0.067792
978.00,0.069130
976.00,0.067322
974.00,0.068598
972.00,0.068519
970.00,0.069427
968.00,0.069422
966.00,0.069251
964.00,0.069038
962.00,0.068069
960.00,0.069491
958.00,0.068967
956.00,0.069337
954.00,0.069130
952.00,0.068227
950.00,0.068320
948.00,0.068493
946.00,0.069374
944.00,0.070490
942.00,0.070625
940.00,0.068790
938.00,0.069725
936.00,0.068961
934.00,0.068781
932.00,0.068893
930.00,0.071013
928.00,0.069199
926.00,0.071079
924.00,0.070395
922.00,0.068985
920.00,0.069784
918.00,0.069489
916.00,0.069987
914.00,0.069775
912.00,0.069414
910.00,0.071225
908.00,0.070599
906.00,0.071500
904.00,0.071357
902.00,0.069374
900.00,0.070591
898.00,0.070662
896.00,0.070348
894.00,0.071012
892.00,0.070700
890.00,0.069785
888.00,0.069414
886.00,0.071194
884.00,0.070184
882.00,0.071106
880.00,0.070902
878.00,0.073014
876.00,0.072177
874.00,0.073527
872.00,0.077325
870.00,0.079877
868.00,0.082805
866.00,0.086715
864.00,0.094612
862.00,0.100982
860.00,0.110995
858.00,0.123279
856.00,0.139672
854.00,0.156390
852.00,0.176362
850.00,0.196045
848.00,0.219465
846.00,0.243828
844.00,0.269842
842.00,0.292479
840.00,0.316985
838.00,0.337511
836.00,0.355246
834.00,0.366464
832.00,0.374589
830.00,0.377023
828.00,0.374818
826.00,0.367393
824.00,0.354764
822.00,0.337178
820.00,0.315549
818.00,0.293559
816.00,0.268907
814.00,0.242581
812.00,0.218039
810.00,0.196597
808.00,0.173601
806.00,0.155126
804.00,0.137744
802.00,0.121712
800.00,0.111334
798.00,0.099975
796.00,0.092399
794.00,0.085497
792.00,0.082008
790.00,0.076812
788.00,0.074576
786.00,0.071771
784.00,0.071844
782.00,0.071241
780.00,0.069870
778.00,0.070006
776.00,0.067818
774.00,0.068763
772.00,0.067757
770.00,0.068776
768.00,0.068586
766.00,0.068800
764.00,0.068009
762.00,0.066517
760.00,0.067014
758.00,0.067896
756.00,0.067675
754.00,0.068016
752.00,0.067517
750.00,0.067608
748.00,0.065803
746.00,0.067147
744.00,0.066712
742.00,0.066542
740.00,0.066344
738.00,0.065269
736.00,0.065755
734.00,0.065968
732.00,0.067048
730.00,0.065705
728.00,0.065668
726.00,0.065522
724.00,0.064481
722.00,0.065705
720.00,0.064686
718.00,0.064842
716.00,0.065952
714.00,0.066377
712.00,0.065584
710.00,0.063918
708.00,0.064854
706.00,0.063881
704.00,0.064445
702.00,0.064460
700.00,0.064799
698.00,0.064070
696.00,0.064993
694.00,0.063472
692.00,0.063525
690.00,0.064364
688.00,0.064101
686.00,0.063353
684.00,0.063051
682.00,0.064317
680.00,0.064227
678.00,0.063586
676.00,0.064438
674.00,0.064195
672.00,0.064280
670.00,0.062913
668.00,0.064222
666.00,0.063214
664.00,0.063755
662.00,0.061881
660.00,0.063570
658.00,0.063437
656.00,0.061958
654.00,0.062732
652.00,0.061629
650.00,0.061748
