sample_name,Reference polyurethane
1210.00,0.534007
1208.00,0.515287
1206.00,0.491709
1204.00,0.465376
1202.00,0.438857
1200.00,0.411507
1198.00,0.383944
1196.00,0.356754
1194.00,0.327224
1192.00,0.301442
1190.00,0.277821
1188.00,0.251510
1186.00,0.228775
1184.00,0.208065
1182.00,0.191622
1180.00,0.172693
1178.00,0.159574
1176.00,0.145038
1174.00,0.134816
1172.00,0.122569
1170.00,0.114112
1168.00,0.108557
1166.00,0.102278
1164.00,0.096356
1162.00,0.091825
1160.00,0.089710
1158.00,0.085816
1156.00,0.083635
1154.00,0.082253
1152.00,0.081677
1150.00,0.082227
1148.00,0.079315
1146.00,0.081466
1144.00,0.079787
1142.00,0.078931
1140.00,0.079722
1138.00,0.079779
1136.00,0.082080
1134.00,0.082164
1132.00,0.083086
1130.00,0.084710
1128.00,0.086522
1126.00,0.089761
1124.00,0.090484
1122.00,0.093703
1120.00,0.101324
1118.00,0.106923
1116.00,0.112046
1114.00,0.121878
1112.00,0.130631
1110.00,0.141814
1108.00,0.155931
1106.00,0.169939
1104.00,0.187659
1102.00,0.205704
1100.00,0.226354
1098.00,0.251075
1096.00,0.273628
1094.00,0.300569
1092.00,0.326563
1090.00,0.352945
1088.00,0.382431
1086.00,0.407242
1084.00,0.433175
1082.00,0.457607
1080.00,0.479970
1078.00,0.498447
1076.00,0.511361
1074.00,0.523951
1072.00,0.529896
1070.00,0.531287
1068.00,0.529136
1066.00,0.523641
1064.00,0.514702
1062.00,0.497743
1060.00,0.480562
1058.00,0.461317
1056.00,0.435736
1054.00,0.409911
1052.00,0.383849
1050.00,0.358702
1048.00,0.330633
1046.00,0.304507
1044.00,0.278854
1042.00,0.254020
1040.00,0.232618
1038.00,0.211971
1036.00,0.192319
1034.00,0.176269
1032.00,0.159415
1030.00,0.148547
1028.00,0.135993
1026.00,0.128521
1024.00,0.118447
1022.00,0.114375
1020.00,0.107919
1018.00,0.102771
1016.00,0.101220
1014.00,0.095903
1012.00,0.094128
1010.00,0.093607
1008.00,0.091569
1006.00,0.090624
1004.00,0.089666
1002.00,0.091496
1000.00,0.089615
998.00,0.089950
996.00,0.089305
994.00,0.090564
992.00,0.089398
990.00,0.089515
988.00,0.091518
986.00,0.089805
984.00,0.090833
982.00,0.090925
980.00,0.089127
978.00,0.091994
976.00,0.089822
974.00,0.091985
972.00,0.090159
970.00,0.092053
968.00,0.091279
966.00,0.091968
964.00,0.090142
962.00,0.090939
960.00,0.091507
958.00,0.091167
956.00,0.091224
954.00,0.090892
952.00,0.092030
950.00,0.090765
948.00,0.092337
946.00,0.092895
944.00,0.090657
942.00,0.092715
940.00,0.091104
938.00,0.092560
936.00,0.092808
934.00,0.090971
932.00,0.090982
930.00,0.093159
928.00,0.093464
926.00,0.091118
924.00,0.092988
922.00,0.092747
920.00,0.093764
918.00,0.092386
916.00,0.092456
914.00,0.092657
912.00,0.092406
910.00,0.092232
908.00,0.094268
906.00,0.091722
904.00,0.094344
902.00,0.093505
900.00,0.093998
898.00,0.094307
896.00,0.093045
894.00,0.091926
892.00,0.091596
890.00,0.094238
888.00,0.093199
886.00,0.094643
884.00,0.094526
882.00,0.093831
880.00,0.094150
878.00,0.092741
876.00,0.093817
874.00,0.091646
872.00,0.093301
870.00,0.093650
868.00,0.092863
866.00,0.092823
864.00,0.092357
862.00,0.092225
860.00,0.093141
858.00,0.094327
856.00,0.093236
854.00,0.092081
852.00,0.092347
850.00,0.092453
848.00,0.094158
846.00,0.091188
844.00,0.093528
842.00,0.094151
840.00,0.094003
838.00,0.092156
836.00,0.091292
834.00,0.093828
832.00,0.093963
830.00,0.092342
828.00,0.092307
826.00,0.092024
824.00,0.091637
822.00,0.092934
820.00,0.090920
818.00,0.091913
816.00,0.091495
814.00,0.091015
812.00,0.092237
810.00,0.091243
808.00,0.090525
806.00,0.091688
804.00,0.090204
802.00,0.092641
800.00,0.090609
798.00,0.091838
796.00,0.090616
794.00,0.090924
792.00,0.089206
790.00,0.091382
788.00,0.092198
786.00,0.090567
784.00,0.091577
782.00,0.091880
780.00,0.090892
778.00,0.090970
776.00,0.088769
774.00,0.088716
772.00,0.088948
770.00,0.090679
768.00,0.089451
766.00,0.089483
764.00,0.090601
762.00,0.088038
760.00,0.090518
758.00,0.087627
756.00,0.087270
754.00,0.089808
752.00,0.088501
750.00,0.089514
748.00,0.089797
746.00,0.087639
744.00,0.087747
742.00,0.088872
740.00,0.088727
738.00,0.088837
736.00,0.087803
734.00,0.086514
732.00,0.086017
730.00,0.086441
728.00,0.088236
726.00,0.088534
724.00,0.085682
722.00,0.086788
720.00,0.088231
718.00,0.085997
716.00,0.085519
714.00,0.086617
712.00,0.085464
710.00,0.087532
708.00,0.086308
706.00,0.084779
704.00,0.085100
702.00,0.086923
700.00,0.084369
698.00,0.085068
696.00,0.084201
694.00,0.084161
692.00,0.084055
690.00,0.085971
688.00,0.085597
686.00,0.084243
684.00,0.083996
682.00,0.084832
680.00,0.085344
678.00,0.084480
676.00,0.083948
674.00,0.085372
672.00,0.082349
670.00,0.084314
668.00,0.083179
666.00,0.082129
664.00,0.083260
662.00,0.083192
660.00,0.082495
658.00,0.083355
656.00,0.082185
654.00,0.082942
652.00,0.083822
650.00,0.082839
