sample_name,OMNIC synthetic protein buffer ATR
1214.00,0.155778
1212.00,0.145407
1210.00,0.135290
1208.00,0.124903
1206.00,0.113921
1204.00,0.104909
1202.00,0.096687
1200.00,0.090680
1198.00,0.082229
1196.00,0.075015
1194.00,0.069770
1192.00,0.065865
1190.00,0.058378
1188.00,0.056903
1186.00,0.053240
1184.00,0.048456
1182.00,0.046917
1180.00,0.044460
1178.00,0.041556
1176.00,0.040188
1174.00,0.038006
1172.00,0.039277
1170.00,0.037000
1168.00,0.036465
1166.00,0.036539
1164.00,0.035661
1162.00,0.035020
1160.00,0.034027
1158.00,0.035726
1156.00,0.037025
1154.00,0.035384
1152.00,0.035552
1150.00,0.038564
1148.00,0.037645
1146.00,0.041223
1144.00,0.042873
1142.00,0.042139
1140.00,0.047049
1138.00,0.048752
1136.00,0.053552
1134.00,0.056337
1132.00,0.061756
1130.00,0.065617
1128.00,0.073380
1126.00,0.079783
1124.00,0.088309
1122.00,0.098181
1120.00,0.109168
1118.00,0.119425
1116.00,0.130703
1114.00,0.146167
1112.00,0.158251
1110.00,0.173586
1108.00,0.191279
1106.00,0.207454
1104.00,0.224583
1102.00,0.240180
1100.00,0.257732
1098.00,0.274601
1096.00,0.291930
1094.00,0.306125
1092.00,0.322307
1090.00,0.336662
1088.00,0.346655
1086.00,0.358166
1084.00,0.364222
1082.00,0.372237
1080.00,0.375320
1078.00,0.375178
1076.00,0.373125
1074.00,0.372067
1072.00,0.365633
1070.00,0.356762
1068.00,0.346276
1066.00,0.336340
1064.00,0.322226
1062.00,0.308474
1060.00,0.293806
1058.00,0.277926
1056.00,0.258256
1054.00,0.241902
1052.00,0.225251
1050.00,0.208220
1048.00,0.193476
1046.00,0.176544
1044.00,0.161515
1042.00,0.147656
1040.00,0.132605
1038.00,0.121044
1036.00,0.110578
1034.00,0.101933
1032.00,0.092802
1030.00,0.084922
1028.00,0.075277
1026.00,0.070520
1024.00,0.066032
1022.00,0.060985
1020.00,0.057673
1018.00,0.057194
1016.00,0.054059
1014.00,0.053749
1012.00,0.053143
1010.00,0.055381
1008.00,0.057654
1006.00,0.059231
1004.00,0.062016
1002.00,0.067997
1000.00,0.073309
998.00,0.078135
996.00,0.085124
994.00,0.092477
992.00,0.101076
990.00,0.110078
988.00,0.118082
986.00,0.125156
984.00,0.135623
982.00,0.141499
980.00,0.150449
978.00,0.157221
976.00,0.160474
974.00,0.166596
972.00,0.166358
970.00,0.168235
968.00,0.166647
966.00,0.164118
964.00,0.161808
962.00,0.157873
960.00,0.150931
958.00,0.144214
956.00,0.136042
954.00,0.125030
952.00,0.117822
950.00,0.108930
948.00,0.101756
946.00,0.092028
944.00,0.085742
942.00,0.078247
940.00,0.072704
938.00,0.065582
936.00,0.060577
934.00,0.056102
932.00,0.054237
930.00,0.049998
928.00,0.048588
926.00,0.045304
924.00,0.043890
922.00,0.041787
920.00,0.043012
918.00,0.042331
916.00,0.041184
914.00,0.040741
912.00,0.039126
910.00,0.038994
908.00,0.041009
906.00,0.039529
904.00,0.038600
902.00,0.040570
900.00,0.038244
898.00,0.040326
896.00,0.040958
894.00,0.040739
892.00,0.040891
890.00,0.039367
888.00,0.038142
886.00,0.039049
884.00,0.040462
882.00,0.039656
880.00,0.039195
878.00,0.040361
876.00,0.038102
874.00,0.040181
872.00,0.038875
870.00,0.040453
868.00,0.039969
866.00,0.038889
864.00,0.039041
862.00,0.040998
860.00,0.039335
858.00,0.038960
856.00,0.040033
854.00,0.040019
852.00,0.040070
850.00,0.040793
848.00,0.038137
846.00,0.040333
844.00,0.038087
842.00,0.040051
840.00,0.038092
838.00,0.040430
836.00,0.040227
834.00,0.038947
832.00,0.039197
830.00,0.040026
828.00,0.038839
826.00,0.038018
824.00,0.040367
822.00,0.040285
820.00,0.038654
818.00,0.038649
816.00,0.039452
814.00,0.037910
812.00,0.038795
810.00,0.039363
808.00,0.038154
806.00,0.039090
804.00,0.039356
802.00,0.039669
800.00,0.038184
798.00,0.039154
796.00,0.040110
794.00,0.039054
792.00,0.039708
790.00,0.037866
788.00,0.037999
786.00,0.038183
784.00,0.037943
782.00,0.039202
780.00,0.038762
778.00,0.038860
776.00,0.037483
774.00,0.038011
772.00,0.038862
770.00,0.037787
768.00,0.037592
766.00,0.039307
764.00,0.038346
762.00,0.037576
760.00,0.037889
758.00,0.037645
756.00,0.038470
754.00,0.038748
752.00,0.038172
750.00,0.038643
748.00,0.038128
746.00,0.037698
744.00,0.037194
742.00,0.038168
740.00,0.038160
738.00,0.038316
736.00,0.037789
734.00,0.037966
732.00,0.038324
730.00,0.038354
728.00,0.036371
726.00,0.037863
724.00,0.037793
722.00,0.036838
720.00,0.036141
718.00,0.036182
716.00,0.037820
714.00,0.037548
712.00,0.035944
710.00,0.037807
708.00,0.037690
706.00,0.036995
704.00,0.037078
702.00,0.036052
700.00,0.038023
698.00,0.035760
696.00,0.036706
694.00,0.036505
692.00,0.035551
690.00,0.038032
688.00,0.038150
686.00,0.037123
684.00,0.036807
682.00,0.035647
680.00,0.035714
678.00,0.036025
676.00,0.036827
674.00,0.037950
672.00,0.035244
670.00,0.037144
668.00,0.035410
666.00,0.037625
664.00,0.037376
662.00,0.035169
660.00,0.035992
658.00,0.035317
656.00,0.035216
654.00,0.035604
652.00,0.035324
650.00,0.037448
