id,image,description,left,top,right,bottom,app_version
avantage-target-102-01,avantage_peak_table.png,"The diagonal-line icon in the bottom chart toolbar, directly right of the rectangle icon.",725,997,768,1040,unknown
avantage-target-102-02,avantage_peak_table.png,the black diagonal line icon in the bottom chart toolbar,725,997,768,1040,unknown
avantage-target-103-01,avantage_peak_table.png,The  white button with a black mouse-pointer icon at the far left of the bottom chart toolbar.,473,997,515,1040,unknown
avantage-target-103-02,avantage_peak_table.png,The  arrow-cursor tool immediately to the right of the chart-grid border and left of the selection icons.,473,997,515,1040,unknown
avantage-target-103-03,avantage_peak_table.png,the highlighted arrow-pointer button at the far left of the bottom chart toolbar,473,997,515,1040,unknown
avantage-target-105-01,avantage_peak_table.png,"The capital A icon in the bottom chart toolbar, directly right of the small eye symbol and left of the A-plus symbol.",818,997,860,1040,unknown
avantage-target-105-02,avantage_peak_table.png,the gray capital A icon in the bottom chart toolbar,818,997,860,1040,unknown
avantage-target-106-01,avantage_peak_table.png,"The rectangle-selection icon in the bottom chart toolbar, between the point tool and the diagonal-line tool.",683,997,725,1040,unknown
avantage-target-106-02,avantage_peak_table.png,the dotted rectangular selection icon immediately left of the diagonal line icon,683,997,725,1040,unknown
avantage-target-107-01,avantage_peak_table.png,"The red peak-shaped trace with dotted vertical guides in the bottom chart toolbar, immediately left of the plus sign.",599,997,641,1040,unknown
avantage-target-107-02,avantage_peak_table.png,the dotted peak-shaped selection icon in the bottom chart toolbar,599,997,641,1040,unknown
avantage-target-108-01,avantage_peak_table.png,The small red curved trace immediately right of the  black mouse-pointer icon in the bottom toolbar.,515,997,558,1040,unknown
avantage-target-108-02,avantage_peak_table.png,the curved-line selection icon immediately right of the arrow-pointer button,515,997,558,1040,unknown
avantage-target-109-01,avantage_peak_table.png,The second red curve icon to the right of the  mouse-pointer button in the bottom chart toolbar.,558,997,600,1040,unknown
avantage-target-109-02,avantage_peak_table.png,the dotted curved-range selection icon immediately right of the curved-line icon,558,997,600,1040,unknown
avantage-target-110-01,avantage_peak_table.png,"The magnifying glass overlaid by a red X, immediately left of the long white field in the bottom chart toolbar.",993,997,1035,1040,unknown
avantage-target-110-02,avantage_peak_table.png,the magnifying-glass icon with a red X in the bottom chart toolbar,993,997,1035,1040,unknown
avantage-target-111-01,avantage_peak_table.png,"The A-plus-style icon in the bottom chart toolbar, directly left of the  four-arrow icon.",859,997,901,1040,unknown
avantage-target-111-02,avantage_peak_table.png,the capital A with a small plus sign icon in the bottom chart toolbar,859,997,901,1040,unknown
avantage-target-112-01,avantage_peak_table.png,"The  black four-direction arrow icon in the bottom chart toolbar, between the A-plus icon and the magnifier.",909,997,952,1040,unknown
avantage-target-112-02,avantage_peak_table.png,"The  move-style button near the right end of the lower toolbar, immediately left of the zoom magnifier.",909,997,952,1040,unknown
avantage-target-112-03,avantage_peak_table.png,the four-direction arrow icon immediately left of the magnifying-glass controls,909,997,952,1040,unknown
avantage-target-113-01,avantage_peak_table.png,The navigation button with a right-pointing arrow and end bar in the NavBar row at the bottom.,673,1045,715,1087,unknown
avantage-target-113-02,avantage_peak_table.png,the End navigation button with a right-pointing arrow and vertical bar in the bottom NavBar,673,1045,715,1087,unknown
avantage-target-114-01,avantage_peak_table.png,"The single left-arrow button in the bottom NavBar row, between the leftmost double-arrow control and the next control to its right.",578,1045,620,1087,unknown
avantage-target-114-02,avantage_peak_table.png,the Previous navigation button with a left-pointing arrow in the bottom NavBar,578,1045,620,1087,unknown
avantage-target-115-01,avantage_peak_table.png,"The leftmost NavBar control, marked by a vertical bar and double left-pointing chevrons.",535,1045,578,1087,unknown
avantage-target-115-02,avantage_peak_table.png,the Start navigation button with a vertical bar and left-pointing arrow in the bottom NavBar,535,1045,578,1087,unknown
avantage-target-116-01,avantage_peak_table.png,"The single right-arrow button in the bottom NavBar row, between the next field and the double-right end control.",630,1045,673,1087,unknown
avantage-target-116-02,avantage_peak_table.png,the Next navigation button with a right-pointing arrow in the bottom NavBar,630,1045,673,1087,unknown
avantage-target-117-01,avantage_peak_table.png,The small dark downward chevron at the extreme right end of the pale-blue document-tab strip.,1798,132,1815,150,unknown
avantage-target-117-02,avantage_peak_table.png,The tiny black drop-down arrow opposite the quant_by_xps tab on the row above the peak table.,1798,132,1815,150,unknown
avantage-target-117-03,avantage_peak_table.png,"The compact menu chevron at the far right of the tab bar, above the right-hand Peak Table toolbar.",1798,132,1815,150,unknown
avantage-target-117-04,avantage_peak_table.png,the small downward-pointing dropdown arrow at the far right end of the top toolbar,1798,132,1815,150,unknown
avantage-target-118-01,avantage_peak_table.png,"The  quant_by_xps document tab at the upper left of the main work area, directly above the empty peak table.",453,129,609,155,unknown
avantage-target-118-02,avantage_peak_table.png,"the active ""quant_by_xps"" document tab",453,129,609,155,unknown
avantage-target-119-01,avantage_data_list.png,"The selected radio button labeled ""Level 0"" inside the Diagnostics box in the lower-left pane.",115,872,203,896,unknown
avantage-target-119-02,avantage_data_list.png,"The leftmost Diagnostics radio option, shown with a filled blue center above the ""(Normal)"" text.",115,872,203,896,unknown
avantage-target-119-03,avantage_data_list.png,selected Level 0 radio button in the Diagnostics section,115,872,203,896,unknown
avantage-target-120-01,avantage_data_list.png,"The unselected radio button labeled ""Level 1"" in the Diagnostics box, immediately to the right of Level 0.",215,872,303,896,unknown
avantage-target-120-02,avantage_data_list.png,The second circular radio option along the Diagnostics row in the lower-left pane.,215,872,303,896,unknown
avantage-target-120-03,avantage_data_list.png,Level 1 radio button in the Diagnostics section,215,872,303,896,unknown
avantage-target-121-01,avantage_data_list.png,"The unselected radio button labeled ""Level 2"" in the Diagnostics box, immediately to the right of Level 1.",315,872,403,896,unknown
avantage-target-121-02,avantage_data_list.png,"The third circular option on the Diagnostics row, before the partially clipped option at the right.",315,872,403,896,unknown
avantage-target-121-03,avantage_data_list.png,Level 2 radio button in the Diagnostics section,315,872,403,896,unknown
avantage-target-123-01,avantage_data_list.png,"The  multicolored round icon, third from the left in the Compare/Overlay toolbar.",546,92,589,135,unknown
avantage-target-123-02,avantage_data_list.png,The colorful circular button between the red-and-black icon and the green-and-yellow overlapping-shapes icon below Compare/Overlay.,546,92,589,135,unknown
avantage-target-123-03,avantage_data_list.png,black-and-red crossed overlay-manager toolbar icon under the Compare tab,546,92,589,135,unknown
avantage-target-124-01,avantage_data_list.png,"The red-and-black icon, second from the left in the Compare/Overlay toolbar.",504,92,546,135,unknown
avantage-target-124-02,avantage_data_list.png,pink line-chart overlay toolbar icon under the Compare tab,504,92,546,135,unknown
avantage-target-125-01,avantage_data_list.png,"The pale-blue icon, fifth from the left in the Compare/Overlay toolbar.",630,92,673,135,unknown
avantage-target-125-02,avantage_data_list.png,multicolored image-map toolbar icon under the Compare tab,630,92,673,135,unknown
avantage-target-126-01,avantage_data_list.png,The leftmost square icon in the toolbar directly below the Compare/Overlay tab.,463,92,505,135,unknown
avantage-target-126-02,avantage_data_list.png,yellow-and-pink chart toolbar icon under the Compare tab,463,92,505,135,unknown
avantage-target-127-01,avantage_data_list.png,The rightmost square icon in the six-button Compare/Overlay toolbar.,673,92,715,135,unknown
avantage-target-127-02,avantage_data_list.png,blue combine toolbar icon under the Compare tab,673,92,715,135,unknown
avantage-target-128-01,avantage_data_list.png,"The icon made of overlapping yellow, green, and blue rounded shapes in the Compare/Overlay toolbar.",588,92,630,135,unknown
avantage-target-128-02,avantage_data_list.png,multicolored circular image-overlay toolbar icon under the Compare tab,588,92,630,135,unknown
avantage-target-129-01,avantage_data_list.png,"The ""Reporting"" tab at the top right, immediately to the right of the selected Display Options tab.",1402,62,1489,90,unknown
avantage-target-129-02,avantage_data_list.png,Reporting tab in the top ribbon,1402,62,1489,90,unknown
avantage-target-130-01,avantage_data_list.png,"The bold selected ""Display Options"" tab in the top ribbon, between Display Modes and Reporting.",1268,62,1400,90,unknown
avantage-target-130-02,avantage_data_list.png,the highlighted Display Options tab in the top ribbon,1268,62,1400,90,unknown
avantage-target-131-01,avantage_data_list.png,"The rightmost square icon in the Display Options toolbar, immediately to the right of the black ""C/s"" symbol.",1537,92,1579,135,unknown
avantage-target-131-02,avantage_data_list.png,the Reverse Energy toolbar button at the far right of the Display Options toolbar,1537,92,1579,135,unknown
avantage-target-132-01,avantage_data_list.png,"The first square icon in the Display Options toolbar, with a peak-like mark and a green check.",1150,92,1193,135,unknown
avantage-target-132-02,avantage_data_list.png,the User Annotations toolbar button in the Display Options toolbar,1150,92,1193,135,unknown
avantage-target-133-01,avantage_data_list.png,"The Display Options icon with a blue sloping trace and green mark, immediately to the right of the green ""0.5"" icon.",1234,92,1277,135,unknown
avantage-target-133-02,avantage_data_list.png,the Fitted Peaks toolbar button in the Display Options toolbar,1234,92,1277,135,unknown
avantage-target-134-01,avantage_data_list.png,"The square icon just to the left of the large ""BE"" letters in the Display Options toolbar.",1410,92,1453,135,unknown
avantage-target-134-02,avantage_data_list.png,the Sum data series toolbar button in the Display Options toolbar,1410,92,1453,135,unknown
avantage-target-135-01,avantage_data_list.png,"The Display Options icon with a green angled line, immediately to the right of the purple-and-green icon.",1318,92,1360,135,unknown
avantage-target-135-02,avantage_data_list.png,the Peak Backgrounds toolbar button in the Display Options toolbar,1318,92,1360,135,unknown
avantage-target-136-01,avantage_data_list.png,"The  black ""C/s"" button in the Display Options toolbar, immediately to the right of the ""BE"" button.",1494,92,1537,135,unknown
avantage-target-136-02,avantage_data_list.png,"The  Display Options control marked ""C/s"", just left of the rightmost chart-like icon.",1494,92,1537,135,unknown
avantage-target-136-03,avantage_data_list.png,the Counts/s toolbar button in the Display Options toolbar,1494,92,1537,135,unknown
avantage-target-137-01,avantage_data_list.png,The green-line icon at the right end of the left Display Options button cluster.,1360,92,1403,135,unknown
avantage-target-137-02,avantage_data_list.png,the User Backgrounds toolbar button in the Display Options toolbar,1360,92,1403,135,unknown
avantage-target-138-01,avantage_data_list.png,"The Display Options icon with green ""0.5"" lettering, immediately to the right of the first peak-and-check icon.",1193,92,1235,135,unknown
avantage-target-138-02,avantage_data_list.png,the Peak Annotations toolbar button in the Display Options toolbar,1193,92,1235,135,unknown
avantage-target-139-01,avantage_data_list.png,"The button marked ""BE"" in the right half of the Display Options toolbar.",1453,92,1495,135,unknown
avantage-target-139-02,avantage_data_list.png,the Binding Energy toolbar button in the Display Options toolbar,1453,92,1495,135,unknown
avantage-target-140-01,avantage_data_list.png,"The purple-and-green icon in the Display Options toolbar, immediately to the right of the blue-trace icon.",1277,92,1319,135,unknown
avantage-target-140-02,avantage_data_list.png,the Residuals toolbar button with the green plotted-line icon near the top-right ribbon,1277,92,1319,135,unknown
avantage-target-141-01,avantage_data_list.png,"The data-list row whose visible File Name ends with ""Mg2s_5.VGD"".",458,260,1258,284,unknown
avantage-target-141-02,avantage_data_list.png,"the table row for file ""Not Specified. Pt #001-2 Mg2s_5.VGD"" with comment beginning ""Exp Variable 1:14""",458,260,1258,284,unknown
avantage-target-142-01,avantage_data_list.png,"The ""Title"" column header at the left of the upper data list, immediately before ""File Name"".",458,162,658,189,unknown
avantage-target-142-02,avantage_data_list.png,"the ""Title"" column header in the quant_by_xps table",458,162,658,189,unknown
avantage-target-143-01,avantage_data_list.png,"The ""File Name"" column header in the upper data list, between ""Title"" and ""Comment"".",658,162,1058,189,unknown
avantage-target-143-02,avantage_data_list.png,"the ""File Name"" column header in the quant_by_xps table",658,162,1058,189,unknown
avantage-target-144-01,avantage_data_list.png,"The ""Comment"" column header in the upper data list, immediately to the right of ""File Name"".",1058,162,1258,189,unknown
avantage-target-144-02,avantage_data_list.png,"the ""Comment"" column header in the quant_by_xps table",1058,162,1258,189,unknown
avantage-target-145-01,avantage_data_list.png,"The data-list row whose visible File Name ends with ""Mg2s_2.VGD"".",458,332,1258,356,unknown
avantage-target-145-02,avantage_data_list.png,"the table row for file ""Not Specified. Pt #001-2 Mg2s_3.VGD"" with comment beginning ""Exp Variable 1:16""",458,332,1258,356,unknown
avantage-target-147-01,avantage_data_list.png,"The data-list row whose visible File Name ends with ""Mg2s_8.VGD"".",458,187,1258,211,unknown
avantage-target-147-02,avantage_data_list.png,"the first visible table row for file ""Not Specified. Pt #001-2 Mg2s_8.VGD"" with comment beginning ""Exp Variable 1:11""",458,187,1258,211,unknown
avantage-target-148-01,avantage_data_list.png,"The data-list row whose visible File Name ends with ""Mg2s_7.VGD"".",458,212,1258,236,unknown
avantage-target-148-02,avantage_data_list.png,"the table row for file ""Not Specified. Pt #001-2 Mg2s_7.VGD"" with comment beginning ""Exp Variable 1:12""",458,212,1258,236,unknown
avantage-target-149-01,avantage_data_list.png,"The data-list row whose visible File Name ends with ""Mg2s_3.VGD"".",458,307,1258,331,unknown
avantage-target-149-02,avantage_data_list.png,"the table row for file ""Not Specified. Pt #001-2 Mg2s_4.VGD"" with comment beginning ""Exp Variable 1:15""",458,307,1258,331,unknown
avantage-target-150-01,avantage_data_list.png,"The data-list row whose visible File Name ends with ""Mg2s_6.VGD"".",458,236,1258,260,unknown
avantage-target-150-02,avantage_data_list.png,"the table row for file ""Not Specified. Pt #001-2 Mg2s_6.VGD"" with comment beginning ""Exp Variable 1:13""",458,236,1258,260,unknown
avantage-target-151-01,avantage_data_list.png,"The data-list row whose visible File Name ends with ""Mg2s_4.VGD"".",458,284,1258,307,unknown
avantage-target-151-02,avantage_data_list.png,"the results-table row with comment beginning ""Exp Variable 1:14. d.Exp Vari...""",458,284,1258,307,unknown
avantage-target-152-01,avantage_data_list.png,"The data-list row whose visible File Name ends with ""Mg2s_0.VGD"".",458,380,1258,404,unknown
avantage-target-152-02,avantage_data_list.png,"the selected results-table row with comment beginning ""Exp Variable 1:18. d.Exp Vari...""",458,380,1258,404,unknown
avantage-target-153-01,avantage_data_list.png,"The data-list row whose visible File Name ends with ""Mg2s_1.VGD"".",458,356,1258,380,unknown
avantage-target-153-02,avantage_data_list.png,"the results-table row with comment beginning ""Exp Variable 1:17. d.Exp Vari...""",458,356,1258,380,unknown
