x_nm,y_nm,O1s_atomic_percent
9.2500,6.0000,40.844574
9.5000,6.0000,43.587198
9.7500,6.0000,39.827920
10.0000,6.0000,43.756105
10.2500,6.0000,39.470897
10.5000,6.0000,40.440099
10.7500,6.0000,42.155531
11.0000,6.0000,40.432904
11.2500,6.0000,39.013066
11.5000,6.0000,40.742657
11.7500,6.0000,38.326737
12.0000,6.0000,39.787933
12.2500,6.0000,39.634437
12.5000,6.0000,41.400737
12.7500,6.0000,39.966794
13.0000,6.0000,40.223707
13.2500,6.0000,40.871370
13.5000,6.0000,41.370977
13.7500,6.0000,40.631035
14.0000,6.0000,38.241478
14.2500,6.0000,36.931231
14.5000,6.0000,36.632104
14.7500,6.0000,40.344319
15.0000,6.0000,36.838002
15.2500,6.0000,36.403879
15.5000,6.0000,38.496247
15.7500,6.0000,38.377313
16.0000,6.0000,37.612055
16.2500,6.0000,35.949622
16.5000,6.0000,39.338723
16.7500,6.0000,37.795199
17.0000,6.0000,35.537396
17.2500,6.0000,37.810675
17.5000,6.0000,36.402776
17.7500,6.0000,36.336326
18.0000,6.0000,37.751657
18.2500,6.0000,36.454755
18.5000,6.0000,36.169269
18.7500,6.0000,37.863086
19.0000,6.0000,38.970898
19.2500,6.0000,35.105531
19.5000,6.0000,39.507301
19.7500,6.0000,39.586356
20.0000,6.0000,36.066264
20.2500,6.0000,35.310161
20.5000,6.0000,35.388668
20.7500,6.0000,35.241999
21.0000,6.0000,36.440698
21.2500,6.0000,38.113992
21.5000,6.0000,35.076982
21.7500,6.0000,36.763968
22.0000,6.0000,38.917320
22.2500,6.0000,39.258681
22.5000,6.0000,39.561900
22.7500,6.0000,38.926676
23.0000,6.0000,38.730396
23.2500,6.0000,36.137658
23.5000,6.0000,38.943739
23.7500,6.0000,39.026251
0.0000,6.2500,35.898770
0.2500,6.2500,37.404340
0.5000,6.2500,36.093131
0.7500,6.2500,37.539454
1.0000,6.2500,38.546892
1.2500,6.2500,37.833915
1.5000,6.2500,36.412834
1.7500,6.2500,40.002934
2.0000,6.2500,37.144622
2.2500,6.2500,39.232266
2.5000,6.2500,37.048132
2.7500,6.2500,40.626503
3.0000,6.2500,40.405983
3.2500,6.2500,39.702764
3.5000,6.2500,37.060627
3.7500,6.2500,40.487833
4.0000,6.2500,41.453994
4.2500,6.2500,40.204586
4.5000,6.2500,38.518388
4.7500,6.2500,39.731409
5.0000,6.2500,39.848798
5.2500,6.2500,39.553359
5.5000,6.2500,41.912496
5.7500,6.2500,40.710391
6.0000,6.2500,43.704517
6.2500,6.2500,42.102054
6.5000,6.2500,42.694318
6.7500,6.2500,39.865954
7.0000,6.2500,42.800082
7.2500,6.2500,43.499263
7.5000,6.2500,42.608749
7.7500,6.2500,44.546092
8.0000,6.2500,43.109321
8.2500,6.2500,43.322331
8.5000,6.2500,40.154634
8.7500,6.2500,40.336661
9.0000,6.2500,42.523636
9.2500,6.2500,41.388464
9.5000,6.2500,41.436703
9.7500,6.2500,41.377299
10.0000,6.2500,40.117303
10.2500,6.2500,43.304841
10.5000,6.2500,39.944042
10.7500,6.2500,39.719695
11.0000,6.2500,42.552396
11.2500,6.2500,42.736221
11.5000,6.2500,40.508608
11.7500,6.2500,41.688927
12.0000,6.2500,42.033140
12.2500,6.2500,43.138893
12.5000,6.2500,41.887862
12.7500,6.2500,38.184428
13.0000,6.2500,39.349615
13.2500,6.2500,38.023037
13.5000,6.2500,38.711780
13.7500,6.2500,38.522112
14.0000,6.2500,38.846896
14.2500,6.2500,38.678028
14.5000,6.2500,41.341725
14.7500,6.2500,39.417522
15.0000,6.2500,40.486749
15.2500,6.2500,40.395128
15.5000,6.2500,40.223627
15.7500,6.2500,38.692995
16.0000,6.2500,39.064217
16.2500,6.2500,36.617952
16.5000,6.2500,36.214705
16.7500,6.2500,37.146410
17.0000,6.2500,36.020411
17.2500,6.2500,38.142511
17.5000,6.2500,37.612335
17.7500,6.2500,35.492033
18.0000,6.2500,37.834940
18.2500,6.2500,37.658793
18.5000,6.2500,36.824338
18.7500,6.2500,36.339624
19.0000,6.2500,36.471203
19.2500,6.2500,37.545764
19.5000,6.2500,36.697969
19.7500,6.2500,38.116386
20.0000,6.2500,35.496025
20.2500,6.2500,36.324147
20.5000,6.2500,35.873983
20.7500,6.2500,36.206928
21.0000,6.2500,37.847338
21.2500,6.2500,36.575030
21.5000,6.2500,38.667381
21.7500,6.2500,36.185581
22.0000,6.2500,39.029505
22.2500,6.2500,35.528073
22.5000,6.2500,36.992204
22.7500,6.2500,39.656901
23.0000,6.2500,37.810316
23.2500,6.2500,35.186771
23.5000,6.2500,39.018711
23.7500,6.2500,39.255889
0.0000,6.5000,35.496832
0.2500,6.5000,36.910470
0.5000,6.5000,39.394909
0.7500,6.5000,35.804467
1.0000,6.5000,36.991495
1.2500,6.5000,40.153110
1.5000,6.5000,36.120761
1.7500,6.5000,39.577177
2.0000,6.5000,36.395112
2.2500,6.5000,40.237877
2.5000,6.5000,38.063131
2.7500,6.5000,39.789041
3.0000,6.5000,39.838409
3.2500,6.5000,40.754751
3.5000,6.5000,39.418400
3.7500,6.5000,40.690341
4.0000,6.5000,41.668742
4.2500,6.5000,41.453422
4.5000,6.5000,41.699945
4.7500,6.5000,40.801990
5.0000,6.5000,41.485538
5.2500,6.5000,40.271683
5.5000,6.5000,43.342081
5.7500,6.5000,43.401097
6.0000,6.5000,40.009469
6.2500,6.5000,41.363668
6.5000,6.5000,44.008359
6.7500,6.5000,41.271060
7.0000,6.5000,44.172064
7.2500,6.5000,41.670718
7.5000,6.5000,44.885014
7.7500,6.5000,44.876921
8.0000,6.5000,44.528725
8.2500,6.5000,42.266077
8.5000,6.5000,41.837312
8.7500,6.5000,44.516658
9.0000,6.5000,41.597499
9.2500,6.5000,41.381236
9.5000,6.5000,45.521949
9.7500,6.5000,43.155805
10.0000,6.5000,42.452538
10.2500,6.5000,41.636355
10.5000,6.5000,43.942509
10.7500,6.5000,40.896240
11.0000,6.5000,43.026789
11.2500,6.5000,44.282544
11.5000,6.5000,43.618869
11.7500,6.5000,39.406181
12.0000,6.5000,39.304343
12.2500,6.5000,42.768545
12.5000,6.5000,41.980437
12.7500,6.5000,39.560607
13.0000,6.5000,42.006911
13.2500,6.5000,40.390472
13.5000,6.5000,41.546589
13.7500,6.5000,39.346924
14.0000,6.5000,41.931039
14.2500,6.5000,37.774522
14.5000,6.5000,39.279915
14.7500,6.5000,39.339576
15.0000,6.5000,40.582789
15.2500,6.5000,37.221897
15.5000,6.5000,37.651560
15.7500,6.5000,37.890608
16.0000,6.5000,39.245188
16.2500,6.5000,39.636679
16.5000,6.5000,37.365150
16.7500,6.5000,40.008423
17.0000,6.5000,36.476869
17.2500,6.5000,38.737363
17.5000,6.5000,39.267780
17.7500,6.5000,38.803831
18.0000,6.5000,39.975971
18.2500,6.5000,39.867241
18.5000,6.5000,36.932544
18.7500,6.5000,39.339305
19.0000,6.5000,39.282397
19.2500,6.5000,35.283350
19.5000,6.5000,35.677093
19.7500,6.5000,38.168837
20.0000,6.5000,36.569275
20.2500,6.5000,36.865564
20.5000,6.5000,37.516613
20.7500,6.5000,36.515679
21.0000,6.5000,37.968887
21.2500,6.5000,36.002266
21.5000,6.5000,36.880888
21.7500,6.5000,39.585296
22.0000,6.5000,36.007568
22.2500,6.5000,37.768097
22.5000,6.5000,35.193495
22.7500,6.5000,37.019000
23.0000,6.5000,35.925731
23.2500,6.5000,37.227993
23.5000,6.5000,38.705331
23.7500,6.5000,36.646778
0.0000,6.7500,39.137559
0.2500,6.7500,38.716507
0.5000,6.7500,39.006381
0.7500,6.7500,38.939960
1.0000,6.7500,39.340847
1.2500,6.7500,40.038671
1.5000,6.7500,38.772481
1.7500,6.7500,38.355049
2.0000,6.7500,36.683957
2.2500,6.7500,36.543421
2.5000,6.7500,38.779476
2.7500,6.7500,38.036623
3.0000,6.7500,40.554289
3.2500,6.7500,37.376901
3.5000,6.7500,37.802497
3.7500,6.7500,40.210820
4.0000,6.7500,38.038582
4.2500,6.7500,41.260915
4.5000,6.7500,42.847332
4.7500,6.7500,40.271854
5.0000,6.7500,43.205556
5.2500,6.7500,40.418633
5.5000,6.7500,40.895029
5.7500,6.7500,39.678980
6.0000,6.7500,44.438750
6.2500,6.7500,42.333971
6.5000,6.7500,40.958641
6.7500,6.7500,41.966850
7.0000,6.7500,41.953372
7.2500,6.7500,43.725588
7.5000,6.7500,41.720473
7.7500,6.7500,42.092151
8.0000,6.7500,44.735072
8.2500,6.7500,42.377281
8.5000,6.7500,46.190330
8.7500,6.7500,46.497770
9.0000,6.7500,44.509257
9.2500,6.7500,43.327353
9.5000,6.7500,44.306260
9.7500,6.7500,46.590158
10.0000,6.7500,43.279777
10.2500,6.7500,45.908633
10.5000,6.7500,45.606995
10.7500,6.7500,43.792363
11.0000,6.7500,41.606659
11.2500,6.7500,41.985283
11.5000,6.7500,43.704009
11.7500,6.7500,41.314869
12.0000,6.7500,42.544357
12.2500,6.7500,42.519295
12.5000,6.7500,40.256333
12.7500,6.7500,42.051400
13.0000,6.7500,40.778037
13.2500,6.7500,40.226965
13.5000,6.7500,38.591756
13.7500,6.7500,42.125959
14.0000,6.7500,41.383100
14.2500,6.7500,42.038504
14.5000,6.7500,38.079539
14.7500,6.7500,40.548365
15.0000,6.7500,38.270887
15.2500,6.7500,37.277944
15.5000,6.7500,37.804512
15.7500,6.7500,41.074981
16.0000,6.7500,39.933166
16.2500,6.7500,38.354639
16.5000,6.7500,38.693787
16.7500,6.7500,36.453108
17.0000,6.7500,37.879294
17.2500,6.7500,37.977728
17.5000,6.7500,38.720113
17.7500,6.7500,38.548988
18.0000,6.7500,36.890717
18.2500,6.7500,39.414830
18.5000,6.7500,36.595501
18.7500,6.7500,39.751109
19.0000,6.7500,35.184287
19.2500,6.7500,37.823295
19.5000,6.7500,35.301957
19.7500,6.7500,36.001493
20.0000,6.7500,39.417549
20.2500,6.7500,37.368966
20.5000,6.7500,39.718683
20.7500,6.7500,36.198467
21.0000,6.7500,39.096983
21.2500,6.7500,35.815501
21.5000,6.7500,37.546377
21.7500,6.7500,38.577539
22.0000,6.7500,39.046703
22.2500,6.7500,39.669692
22.5000,6.7500,35.397345
22.7500,6.7500,39.482117
23.0000,6.7500,37.446246
23.2500,6.7500,38.881397
23.5000,6.7500,36.224956
23.7500,6.7500,36.540902
0.0000,7.0000,38.716358
0.2500,7.0000,38.716636
0.5000,7.0000,38.412745
0.7500,7.0000,35.609946
1.0000,7.0000,37.328625
1.2500,7.0000,36.342254
1.5000,7.0000,38.142623
1.7500,7.0000,38.721482
2.0000,7.0000,40.022880
2.2500,7.0000,40.450378
2.5000,7.0000,41.305853
2.7500,7.0000,39.708815
3.0000,7.0000,38.706371
3.2500,7.0000,40.859609
3.5000,7.0000,40.906114
3.7500,7.0000,38.825404
4.0000,7.0000,39.417728
4.2500,7.0000,43.216952
4.5000,7.0000,40.765887
4.7500,7.0000,41.580230
5.0000,7.0000,40.577912
5.2500,7.0000,42.936520
5.5000,7.0000,40.483916
5.7500,7.0000,40.461641
6.0000,7.0000,41.055501
6.2500,7.0000,42.803231
6.5000,7.0000,43.255714
6.7500,7.0000,42.194960
7.0000,7.0000,44.476662
7.2500,7.0000,43.562887
7.5000,7.0000,46.516524
7.7500,7.0000,43.320843
8.0000,7.0000,44.594315
8.2500,7.0000,43.357603
8.5000,7.0000,46.683017
8.7500,7.0000,46.391893
9.0000,7.0000,45.148403
9.2500,7.0000,45.485197
9.5000,7.0000,43.413525
9.7500,7.0000,43.940678
10.0000,7.0000,45.155778
10.2500,7.0000,45.337041
10.5000,7.0000,46.603800
10.7500,7.0000,44.647090
11.0000,7.0000,43.451135
11.2500,7.0000,45.718923
11.5000,7.0000,45.382470
11.7500,7.0000,42.899346
12.0000,7.0000,43.559213
12.2500,7.0000,44.074631
12.5000,7.0000,42.084781
12.7500,7.0000,41.527567
13.0000,7.0000,41.221959
13.2500,7.0000,41.354677
13.5000,7.0000,41.083193
13.7500,7.0000,42.620207
14.0000,7.0000,42.604927
14.2500,7.0000,39.308909
14.5000,7.0000,41.681137
14.7500,7.0000,41.385073
15.0000,7.0000,39.781001
15.2500,7.0000,37.075783
15.5000,7.0000,37.214559
15.7500,7.0000,38.479120
16.0000,7.0000,37.070502
16.2500,7.0000,38.929993
16.5000,7.0000,38.170525
16.7500,7.0000,39.681985
17.0000,7.0000,37.679552
17.2500,7.0000,35.571727
17.5000,7.0000,37.754796
17.7500,7.0000,36.815816
18.0000,7.0000,37.270958
18.2500,7.0000,36.917429
18.5000,7.0000,36.790328
18.7500,7.0000,35.519899
19.0000,7.0000,36.791285
19.2500,7.0000,38.245097
19.5000,7.0000,35.653103
19.7500,7.0000,35.144933
20.0000,7.0000,38.730165
20.2500,7.0000,37.524768
20.5000,7.0000,39.081285
20.7500,7.0000,36.424107
21.0000,7.0000,38.489466
21.2500,7.0000,36.703746
21.5000,7.0000,39.090126
21.7500,7.0000,38.896503
22.0000,7.0000,37.640330
22.2500,7.0000,37.869953
22.5000,7.0000,37.115352
22.7500,7.0000,35.834130
23.0000,7.0000,35.086519
23.2500,7.0000,39.205208
23.5000,7.0000,37.313218
23.7500,7.0000,37.866513
0.0000,7.2500,36.581176
0.2500,7.2500,35.534729
0.5000,7.2500,39.282946
0.7500,7.2500,38.050494
1.0000,7.2500,37.327118
1.2500,7.2500,38.844603
1.5000,7.2500,39.943186
1.7500,7.2500,37.086160
2.0000,7.2500,41.229966
2.2500,7.2500,39.694478
2.5000,7.2500,37.372399
2.7500,7.2500,40.217330
3.0000,7.2500,40.185842
3.2500,7.2500,37.754730
3.5000,7.2500,38.202764
3.7500,7.2500,39.139857
4.0000,7.2500,43.095004
4.2500,7.2500,43.401630
4.5000,7.2500,42.545953
4.7500,7.2500,42.152853
5.0000,7.2500,43.069394
5.2500,7.2500,40.572301
5.5000,7.2500,43.917452
5.7500,7.2500,43.520645
6.0000,7.2500,46.346891
6.2500,7.2500,41.998725
6.5000,7.2500,42.589677
6.7500,7.2500,47.294707
7.0000,7.2500,45.475750
7.2500,7.2500,47.545142
7.5000,7.2500,45.922276
7.7500,7.2500,44.570074
8.0000,7.2500,48.431977
8.2500,7.2500,48.697630
8.5000,7.2500,44.145563
8.7500,7.2500,47.939999
9.0000,7.2500,48.837534
9.2500,7.2500,46.509667
9.5000,7.2500,44.711654
9.7500,7.2500,48.541992
10.0000,7.2500,43.561418
10.2500,7.2500,43.686932
10.5000,7.2500,45.967999
10.7500,7.2500,45.932431
11.0000,7.2500,43.685266
11.2500,7.2500,44.410497
11.5000,7.2500,44.328104
11.7500,7.2500,41.661487
12.0000,7.2500,41.180023
12.2500,7.2500,45.653407
12.5000,7.2500,44.668499
12.7500,7.2500,43.409972
13.0000,7.2500,40.740276
13.2500,7.2500,41.269312
13.5000,7.2500,40.278784
13.7500,7.2500,39.762314
14.0000,7.2500,39.056087
14.2500,7.2500,38.903779
14.5000,7.2500,39.942300
14.7500,7.2500,41.362111
15.0000,7.2500,37.151106
15.2500,7.2500,37.673562
15.5000,7.2500,41.433775
15.7500,7.2500,39.093739
16.0000,7.2500,39.453217
16.2500,7.2500,40.987484
16.5000,7.2500,37.860797
16.7500,7.2500,36.378498
17.0000,7.2500,39.402759
17.2500,7.2500,37.270275
17.5000,7.2500,36.770634
17.7500,7.2500,36.366706
18.0000,7.2500,38.216460
18.2500,7.2500,38.012146
18.5000,7.2500,38.443009
18.7500,7.2500,37.939703
19.0000,7.2500,35.648562
19.2500,7.2500,39.804891
19.5000,7.2500,38.895942
19.7500,7.2500,38.785466
20.0000,7.2500,38.938317
20.2500,7.2500,35.369280
20.5000,7.2500,35.886239
20.7500,7.2500,36.907375
21.0000,7.2500,38.651431
21.2500,7.2500,38.949727
21.5000,7.2500,38.364146
21.7500,7.2500,36.871901
22.0000,7.2500,39.629915
22.2500,7.2500,35.936886
22.5000,7.2500,36.919885
22.7500,7.2500,37.294395
23.0000,7.2500,35.484987
23.2500,7.2500,36.577633
23.5000,7.2500,35.039375
23.7500,7.2500,35.911222
0.0000,7.5000,39.736308
0.2500,7.5000,37.723023
0.5000,7.5000,35.657834
0.7500,7.5000,37.834763
1.0000,7.5000,40.663580
1.2500,7.5000,38.397176
1.5000,7.5000,37.949902
1.7500,7.5000,39.128922
2.0000,7.5000,36.736993
2.2500,7.5000,38.192824
2.5000,7.5000,40.364609
2.7500,7.5000,38.697141
3.0000,7.5000,38.669504
3.2500,7.5000,41.500713
3.5000,7.5000,39.881136
3.7500,7.5000,38.794707
4.0000,7.5000,41.014677
4.2500,7.5000,39.798674
4.5000,7.5000,42.935812
4.7500,7.5000,41.278899
5.0000,7.5000,44.084402
5.2500,7.5000,41.282922
5.5000,7.5000,43.513499
5.7500,7.5000,42.905213
6.0000,7.5000,44.220621
6.2500,7.5000,43.359346
6.5000,7.5000,45.873241
6.7500,7.5000,46.314198
7.0000,7.5000,45.191889
7.2500,7.5000,48.636905
7.5000,7.5000,45.127697
7.7500,7.5000,45.823076
8.0000,7.5000,45.821641
8.2500,7.5000,47.936630
8.5000,7.5000,45.522812
8.7500,7.5000,46.882439
9.0000,7.5000,46.422252
9.2500,7.5000,47.230661
9.5000,7.5000,47.841413
9.7500,7.5000,46.430332
10.0000,7.5000,46.451450
10.2500,7.5000,46.593513
10.5000,7.5000,45.914730
10.7500,7.5000,45.773675
11.0000,7.5000,44.839264
11.2500,7.5000,47.336865
11.5000,7.5000,45.978093
11.7500,7.5000,43.821688
12.0000,7.5000,44.183415
12.2500,7.5000,44.227028
12.5000,7.5000,42.785434
12.7500,7.5000,45.128809
13.0000,7.5000,41.516385
13.2500,7.5000,39.945142
13.5000,7.5000,41.048754
13.7500,7.5000,41.849459
14.0000,7.5000,40.575400
14.2500,7.5000,40.663840
14.5000,7.5000,42.837389
14.7500,7.5000,38.027512
15.0000,7.5000,41.214364
15.2500,7.5000,40.166263
15.5000,7.5000,40.945508
15.7500,7.5000,38.285717
16.0000,7.5000,39.862755
16.2500,7.5000,41.108442
16.5000,7.5000,39.683353
16.7500,7.5000,36.837479
17.0000,7.5000,36.505553
17.2500,7.5000,38.201159
17.5000,7.5000,37.417037
17.7500,7.5000,38.062001
18.0000,7.5000,37.120317
18.2500,7.5000,38.502205
18.5000,7.5000,35.808593
18.7500,7.5000,37.494695
19.0000,7.5000,37.655094
19.2500,7.5000,37.117409
19.5000,7.5000,40.047923
19.7500,7.5000,36.638309
20.0000,7.5000,36.553133
20.2500,7.5000,37.172999
20.5000,7.5000,35.475121
20.7500,7.5000,38.956889
21.0000,7.5000,36.273375
21.2500,7.5000,36.945357
21.5000,7.5000,35.155996
21.7500,7.5000,37.443807
22.0000,7.5000,35.686003
22.2500,7.5000,35.757291
22.5000,7.5000,37.447332
22.7500,7.5000,37.875947
23.0000,7.5000,39.224081
23.2500,7.5000,37.699083
23.5000,7.5000,37.550368
23.7500,7.5000,38.840581
0.0000,7.7500,37.920556
0.2500,7.7500,36.568907
0.5000,7.7500,39.822268
0.7500,7.7500,40.565992
1.0000,7.7500,37.060593
1.2500,7.7500,40.615272
1.5000,7.7500,39.663760
1.7500,7.7500,39.692592
2.0000,7.7500,36.908668
2.2500,7.7500,40.292355
2.5000,7.7500,39.767284
2.7500,7.7500,37.946731
3.0000,7.7500,38.250462
3.2500,7.7500,41.645113
3.5000,7.7500,39.601618
3.7500,7.7500,39.253681
4.0000,7.7500,41.302790
4.2500,7.7500,43.249732
4.5000,7.7500,42.447659
4.7500,7.7500,43.338144
5.0000,7.7500,45.829551
5.2500,7.7500,44.916623
5.5000,7.7500,43.420787
5.7500,7.7500,44.381900
6.0000,7.7500,43.481199
6.2500,7.7500,47.613921
6.5000,7.7500,44.828460
6.7500,7.7500,45.788243
7.0000,7.7500,46.465915
7.2500,7.7500,45.769682
7.5000,7.7500,45.758020
7.7500,7.7500,50.751083
8.0000,7.7500,50.330191
8.2500,7.7500,46.598858
8.5000,7.7500,50.678738
8.7500,7.7500,47.867984
9.0000,7.7500,50.749944
9.2500,7.7500,47.957436
9.5000,7.7500,49.975478
9.7500,7.7500,48.706995
10.0000,7.7500,49.732407
10.2500,7.7500,48.391266
10.5000,7.7500,48.869564
10.7500,7.7500,46.897436
11.0000,7.7500,47.322244
11.2500,7.7500,46.899451
11.5000,7.7500,47.750756
11.7500,7.7500,45.259468
12.0000,7.7500,44.952490
12.2500,7.7500,43.862163
12.5000,7.7500,42.086967
12.7500,7.7500,43.761602
13.0000,7.7500,42.957869
13.2500,7.7500,45.386333
13.5000,7.7500,41.428371
13.7500,7.7500,41.457487
14.0000,7.7500,40.471341
14.2500,7.7500,39.357493
14.5000,7.7500,40.113289
14.7500,7.7500,42.932800
15.0000,7.7500,39.906434
15.2500,7.7500,40.890706
15.5000,7.7500,38.096221
15.7500,7.7500,39.898342
16.0000,7.7500,37.759724
16.2500,7.7500,40.057478
16.5000,7.7500,40.278686
16.7500,7.7500,37.063113
17.0000,7.7500,40.581851
17.2500,7.7500,39.028632
17.5000,7.7500,39.468196
17.7500,7.7500,37.887037
18.0000,7.7500,37.584665
18.2500,7.7500,39.674843
18.5000,7.7500,35.367094
18.7500,7.7500,39.289638
19.0000,7.7500,36.975718
19.2500,7.7500,35.231731
19.5000,7.7500,35.606777
19.7500,7.7500,37.127318
20.0000,7.7500,37.871692
20.2500,7.7500,36.215133
20.5000,7.7500,36.937508
20.7500,7.7500,37.499898
21.0000,7.7500,35.934771
21.2500,7.7500,35.311762
21.5000,7.7500,38.269994
21.7500,7.7500,35.503256
22.0000,7.7500,37.659156
22.2500,7.7500,37.848503
22.5000,7.7500,38.672779
22.7500,7.7500,38.999583
23.0000,7.7500,35.203804
23.2500,7.7500,36.256663
23.5000,7.7500,35.631733
23.7500,7.7500,35.334937
0.0000,8.0000,38.602048
0.2500,8.0000,40.375965
0.5000,8.0000,39.160556
0.7500,8.0000,40.388889
1.0000,8.0000,39.643803
1.2500,8.0000,39.953649
1.5000,8.0000,38.638560
1.7500,8.0000,41.093645
2.0000,8.0000,38.235446
2.2500,8.0000,37.982250
2.5000,8.0000,37.714482
2.7500,8.0000,42.760603
3.0000,8.0000,41.899453
3.2500,8.0000,41.073696
3.5000,8.0000,42.616668
3.7500,8.0000,43.973423
4.0000,8.0000,44.875049
4.2500,8.0000,42.331078
4.5000,8.0000,43.360593
4.7500,8.0000,45.817646
5.0000,8.0000,46.312462
5.2500,8.0000,43.336512
5.5000,8.0000,43.595274
5.7500,8.0000,44.860070
6.0000,8.0000,48.074788
6.2500,8.0000,45.478552
6.5000,8.0000,45.589982
6.7500,8.0000,46.429880
7.0000,8.0000,50.850546
7.2500,8.0000,49.549482
7.5000,8.0000,50.693975
7.7500,8.0000,47.106987
8.0000,8.0000,50.712213
8.2500,8.0000,50.543018
8.5000,8.0000,51.175424
8.7500,8.0000,50.453853
9.0000,8.0000,50.726747
9.2500,8.0000,48.557997
9.5000,8.0000,49.225776
9.7500,8.0000,47.960007
10.0000,8.0000,47.352042
10.2500,8.0000,49.895271
10.5000,8.0000,49.394422
10.7500,8.0000,50.101962
11.0000,8.0000,50.088072
11.2500,8.0000,47.596167
11.5000,8.0000,48.637921
11.7500,8.0000,47.116486
12.0000,8.0000,45.839257
12.2500,8.0000,46.868748
12.5000,8.0000,45.206541
12.7500,8.0000,42.175047
13.0000,8.0000,46.364505
13.2500,8.0000,43.689865
13.5000,8.0000,43.348496
13.7500,8.0000,41.185550
14.0000,8.0000,39.934048
14.2500,8.0000,43.432557
14.5000,8.0000,40.361618
14.7500,8.0000,40.150158
15.0000,8.0000,39.952740
15.2500,8.0000,39.299536
15.5000,8.0000,41.418045
15.7500,8.0000,40.803054
16.0000,8.0000,37.292055
16.2500,8.0000,37.730404
16.5000,8.0000,37.537805
16.7500,8.0000,36.851888
17.0000,8.0000,40.062075
17.2500,8.0000,39.239683
17.5000,8.0000,38.705856
17.7500,8.0000,40.200667
18.0000,8.0000,36.352317
18.2500,8.0000,39.393561
18.5000,8.0000,38.289512
18.7500,8.0000,35.353858
19.0000,8.0000,37.383866
19.2500,8.0000,36.640290
19.5000,8.0000,39.769927
19.7500,8.0000,38.513582
20.0000,8.0000,37.583494
20.2500,8.0000,36.637755
20.5000,8.0000,35.528425
20.7500,8.0000,38.469361
21.0000,8.0000,36.076285
21.2500,8.0000,35.915262
21.5000,8.0000,38.399248
21.7500,8.0000,36.570927
22.0000,8.0000,37.995947
22.2500,8.0000,35.963571
22.5000,8.0000,39.915628
22.7500,8.0000,36.709865
23.0000,8.0000,37.015263
23.2500,8.0000,39.552053
23.5000,8.0000,39.385329
23.7500,8.0000,35.005618
0.0000,8.2500,35.771255
0.2500,8.2500,37.208213
0.5000,8.2500,36.834943
0.7500,8.2500,39.183302
1.0000,8.2500,40.374598
1.2500,8.2500,39.771224
1.5000,8.2500,38.479067
1.7500,8.2500,41.185794
2.0000,8.2500,40.608600
2.2500,8.2500,38.810983
2.5000,8.2500,40.277542
2.7500,8.2500,42.686690
3.0000,8.2500,42.466318
3.2500,8.2500,42.240895
3.5000,8.2500,42.798131
3.7500,8.2500,42.930414
4.0000,8.2500,45.052958
4.2500,8.2500,41.213427
4.5000,8.2500,44.966144
4.7500,8.2500,43.034205
5.0000,8.2500,45.892344
5.2500,8.2500,43.736143
5.5000,8.2500,46.433323
5.7500,8.2500,46.903069
6.0000,8.2500,46.715135
6.2500,8.2500,46.901144
6.5000,8.2500,47.960845
6.7500,8.2500,51.710652
7.0000,8.2500,47.950536
7.2500,8.2500,48.971874
7.5000,8.2500,49.233311
7.7500,8.2500,52.262868
8.0000,8.2500,52.739850
8.2500,8.2500,49.825754
8.5000,8.2500,49.553058
8.7500,8.2500,49.315095
9.0000,8.2500,50.208785
9.2500,8.2500,52.421157
9.5000,8.2500,53.642536
9.7500,8.2500,53.292707
10.0000,8.2500,49.001698
10.2500,8.2500,52.357736
10.5000,8.2500,48.219853
10.7500,8.2500,51.052604
11.0000,8.2500,47.233153
11.2500,8.2500,50.537915
11.5000,8.2500,46.822044
11.7500,8.2500,48.042041
12.0000,8.2500,49.675288
12.2500,8.2500,46.058122
12.5000,8.2500,44.921229
12.7500,8.2500,43.737281
13.0000,8.2500,43.539204
13.2500,8.2500,46.228677
13.5000,8.2500,45.938040
13.7500,8.2500,42.180006
14.0000,8.2500,42.686102
14.2500,8.2500,41.897607
14.5000,8.2500,40.072223
14.7500,8.2500,40.732476
15.0000,8.2500,40.053603
15.2500,8.2500,40.634017
15.5000,8.2500,38.068768
15.7500,8.2500,38.548100
16.0000,8.2500,41.801257
16.2500,8.2500,41.481660
16.5000,8.2500,37.748354
16.7500,8.2500,39.582330
17.0000,8.2500,38.772819
17.2500,8.2500,39.424230
17.5000,8.2500,38.470939
17.7500,8.2500,39.018225
18.0000,8.2500,35.943362
18.2500,8.2500,39.588285
18.5000,8.2500,36.637107
18.7500,8.2500,40.090801
19.0000,8.2500,38.777817
19.2500,8.2500,38.965041
19.5000,8.2500,37.540892
19.7500,8.2500,35.413128
20.0000,8.2500,36.629711
20.2500,8.2500,36.883291
20.5000,8.2500,39.360652
20.7500,8.2500,36.132364
21.0000,8.2500,36.394413
21.2500,8.2500,38.216188
21.5000,8.2500,36.062825
21.7500,8.2500,36.734571
22.0000,8.2500,37.804320
22.2500,8.2500,37.739784
22.5000,8.2500,36.397997
22.7500,8.2500,38.111887
23.0000,8.2500,35.200105
23.2500,8.2500,35.755173
23.5000,8.2500,37.214831
23.7500,8.2500,36.980797
0.0000,8.5000,39.980496
0.2500,8.5000,36.974249
0.5000,8.5000,40.439171
0.7500,8.5000,40.372421
1.0000,8.5000,40.726284
1.2500,8.5000,39.246483
1.5000,8.5000,40.956474
1.7500,8.5000,41.065976
