wavenumber_cm-1,acrylic_absorbance,epoxy_absorbance,polyurethane_absorbance
2610.00,0.045950,0.064486,0.062320
2608.00,0.045315,0.064506,0.061383
2606.00,0.044995,0.063462,0.061922
2604.00,0.045735,0.064204,0.062831
2602.00,0.047192,0.065047,0.062394
2600.00,0.046571,0.065517,0.060862
2598.00,0.046821,0.064902,0.062128
2596.00,0.045884,0.063751,0.062100
2594.00,0.047956,0.064306,0.061036
2592.00,0.048023,0.065302,0.062347
2590.00,0.046512,0.065861,0.063857
2588.00,0.045924,0.065636,0.062562
2586.00,0.047113,0.066177,0.062786
2584.00,0.046957,0.066481,0.064336
2582.00,0.048275,0.065815,0.064153
2580.00,0.047216,0.067042,0.062206
2578.00,0.048626,0.068381,0.061976
2576.00,0.048376,0.065552,0.062465
2574.00,0.047395,0.068073,0.064548
2572.00,0.048095,0.066212,0.064059
2570.00,0.048634,0.066006,0.064004
2568.00,0.047480,0.068855,0.063639
2566.00,0.049267,0.066543,0.063367
2564.00,0.049363,0.068719,0.065625
2562.00,0.048752,0.069281,0.062872
2560.00,0.048834,0.069801,0.065175
2558.00,0.049539,0.070077,0.064702
2556.00,0.048671,0.067955,0.066534
2554.00,0.050286,0.068064,0.063972
2552.00,0.049146,0.068303,0.064931
2550.00,0.049956,0.070523,0.064223
2548.00,0.049908,0.069678,0.066836
2546.00,0.049820,0.070702,0.065920
2544.00,0.049400,0.068503,0.065097
2542.00,0.049340,0.071025,0.066733
2540.00,0.050884,0.071271,0.067137
2538.00,0.048874,0.068832,0.068005
2536.00,0.050450,0.070396,0.066265
2534.00,0.049836,0.070535,0.065135
2532.00,0.049664,0.072041,0.067425
2530.00,0.049751,0.070214,0.066209
2528.00,0.051775,0.070869,0.065870
2526.00,0.051248,0.071052,0.067277
2524.00,0.050469,0.070346,0.066828
2522.00,0.050021,0.073023,0.068386
2520.00,0.050600,0.073151,0.066704
2518.00,0.051912,0.071581,0.067456
2516.00,0.050455,0.071938,0.067121
2514.00,0.051425,0.071026,0.067356
2512.00,0.052122,0.072031,0.067855
2510.00,0.051634,0.073089,0.068376
2508.00,0.051396,0.074129,0.070408
2506.00,0.051006,0.071331,0.068140
2504.00,0.052418,0.073074,0.068946
2502.00,0.051313,0.072025,0.067785
2500.00,0.052066,0.074710,0.068315
2498.00,0.051925,0.075029,0.070747
2496.00,0.052759,0.073729,0.069856
2494.00,0.053389,0.074901,0.069985
2492.00,0.052891,0.075197,0.071563
2490.00,0.052941,0.075257,0.071796
2488.00,0.053058,0.075832,0.069958
2486.00,0.053241,0.073183,0.069522
2484.00,0.052997,0.073239,0.069361
2482.00,0.053366,0.073489,0.069388
2480.00,0.054786,0.074887,0.069580
2478.00,0.052947,0.076035,0.072057
2476.00,0.052805,0.074443,0.072131
2474.00,0.054748,0.074562,0.070265
2472.00,0.053929,0.074522,0.071702
2470.00,0.053797,0.077373,0.072071
2468.00,0.055246,0.074340,0.071817
2466.00,0.053367,0.074511,0.070965
2464.00,0.055487,0.077529,0.073776
2462.00,0.054088,0.077088,0.071203
2460.00,0.055084,0.075170,0.073695
2458.00,0.055494,0.076736,0.072789
2456.00,0.055683,0.076508,0.073237
2454.00,0.055463,0.075627,0.073453
2452.00,0.056051,0.075690,0.073183
2450.00,0.056129,0.078732,0.074275
2448.00,0.055461,0.076349,0.072895
2446.00,0.055446,0.075929,0.072466
2444.00,0.056684,0.079277,0.073120
2442.00,0.055071,0.078161,0.072047
2440.00,0.055306,0.076958,0.072454
2438.00,0.056422,0.078531,0.074564
2436.00,0.057039,0.079480,0.072592
2434.00,0.055487,0.077733,0.075786
2432.00,0.055047,0.077050,0.073047
2430.00,0.057007,0.079408,0.073385
2428.00,0.055192,0.080007,0.075770
2426.00,0.057160,0.079605,0.073161
2424.00,0.056799,0.078312,0.074234
2422.00,0.057143,0.080611,0.074134
2420.00,0.056354,0.079313,0.074186
2418.00,0.056432,0.079301,0.076109
2416.00,0.057260,0.079191,0.075481
2414.00,0.055913,0.080794,0.074134
2412.00,0.056353,0.078048,0.076905
2410.00,0.056709,0.080332,0.076201
2408.00,0.055824,0.079065,0.076855
2406.00,0.055815,0.078625,0.074960
2404.00,0.058322,0.080559,0.074340
2402.00,0.056680,0.079282,0.075013
2400.00,0.056591,0.080821,0.074495
2398.00,0.057242,0.081721,0.077331
2396.00,0.056750,0.081037,0.075708
2394.00,0.057597,0.081256,0.077155
2392.00,0.058658,0.080648,0.076680
2390.00,0.056556,0.080340,0.076855
2388.00,0.057846,0.081530,0.074901
2386.00,0.056495,0.079667,0.076886
2384.00,0.057737,0.082053,0.075234
2382.00,0.057589,0.080954,0.075731
2380.00,0.057104,0.081318,0.076294
2378.00,0.058810,0.079572,0.076616
2376.00,0.058248,0.081582,0.077705
2374.00,0.057529,0.080680,0.078353
2372.00,0.057732,0.080342,0.076907
2370.00,0.057647,0.080185,0.075477
2368.00,0.057227,0.079998,0.076146
2366.00,0.058277,0.082530,0.078290
2364.00,0.057771,0.079612,0.076586
2362.00,0.058651,0.081438,0.076698
2360.00,0.058747,0.081739,0.078165
2358.00,0.057326,0.080917,0.077713
2356.00,0.058875,0.080917,0.077520
2354.00,0.058690,0.080214,0.077623
2352.00,0.058222,0.080797,0.075735
2350.00,0.058402,0.081604,0.078202
2348.00,0.058118,0.080675,0.078727
2346.00,0.057101,0.081827,0.076542
2344.00,0.057111,0.081951,0.078095
2342.00,0.058120,0.083201,0.077602
2340.00,0.059153,0.082370,0.076094
2338.00,0.059547,0.082440,0.077154
2336.00,0.059317,0.081113,0.077404
2334.00,0.058455,0.080457,0.077595
2332.00,0.059034,0.080330,0.075794
2330.00,0.057520,0.082870,0.076850
2328.00,0.059151,0.083160,0.075789
2326.00,0.057860,0.082513,0.077900
2324.00,0.058166,0.083086,0.078165
2322.00,0.058725,0.080536,0.076323
2320.00,0.057116,0.080579,0.076804
2318.00,0.058987,0.081293,0.076955
2316.00,0.058619,0.082764,0.076151
2314.00,0.058815,0.080101,0.076828
2312.00,0.057810,0.082301,0.077577
2310.00,0.057245,0.080722,0.078521
2308.00,0.057088,0.083187,0.078329
2306.00,0.057766,0.080904,0.076002
2304.00,0.057210,0.082307,0.075634
2302.00,0.058186,0.081246,0.076777
2300.00,0.056988,0.080157,0.076029
2298.00,0.058489,0.080324,0.078508
2296.00,0.058060,0.080664,0.075482
2294.00,0.057722,0.082557,0.078223
2292.00,0.057051,0.081134,0.075541
2290.00,0.058563,0.081962,0.077721
2288.00,0.057094,0.079795,0.076447
2286.00,0.057262,0.080946,0.076800
2284.00,0.058196,0.080124,0.075774
2282.00,0.058010,0.080914,0.077340
2280.00,0.058792,0.080120,0.076258
2278.00,0.058629,0.080789,0.077084
2276.00,0.058478,0.081050,0.075615
2274.00,0.057543,0.080382,0.076499
2272.00,0.058595,0.080296,0.076066
2270.00,0.056532,0.079218,0.076498
2268.00,0.056400,0.079498,0.075952
2266.00,0.057644,0.078796,0.074894
2264.00,0.057892,0.080206,0.076046
2262.00,0.058241,0.079784,0.075962
2260.00,0.057093,0.079750,0.076888
2258.00,0.056661,0.080563,0.075064
2256.00,0.058234,0.080872,0.075858
2254.00,0.058148,0.079727,0.075966
2252.00,0.056458,0.080441,0.075581
2250.00,0.056510,0.080621,0.076898
2248.00,0.057071,0.080123,0.074815
2246.00,0.057282,0.077984,0.075000
2244.00,0.056340,0.079877,0.073673
2242.00,0.056715,0.078238,0.075152
2240.00,0.057115,0.078064,0.073813
2238.00,0.056823,0.080722,0.073824
2236.00,0.055369,0.077990,0.076015
2234.00,0.057464,0.080056,0.075037
2232.00,0.056579,0.078653,0.075200
2230.00,0.057457,0.077647,0.073349
2228.00,0.056961,0.078016,0.073115
2226.00,0.057011,0.078903,0.075524
2224.00,0.056865,0.077281,0.075280
2222.00,0.055953,0.079948,0.075532
2220.00,0.056680,0.078139,0.074939
2218.00,0.056523,0.078120,0.073382
2216.00,0.054805,0.076405,0.073359
2214.00,0.055722,0.078398,0.073101
2212.00,0.056110,0.076409,0.073189
2210.00,0.055104,0.077756,0.072011
2208.00,0.056483,0.075967,0.072104
2206.00,0.054131,0.076303,0.073047
2204.00,0.055380,0.078786,0.073753
2202.00,0.054901,0.075559,0.072723
2200.00,0.054551,0.078182,0.072724
2198.00,0.055469,0.076573,0.073200
2196.00,0.054059,0.075748,0.074168
2194.00,0.055772,0.075897,0.071064
2192.00,0.055573,0.078247,0.072107
2190.00,0.054794,0.076102,0.072424
2188.00,0.053868,0.076177,0.073584
2186.00,0.054308,0.077879,0.071519
2184.00,0.054109,0.075597,0.070521
2182.00,0.053560,0.076620,0.070583
2180.00,0.053944,0.075818,0.071614
2178.00,0.053116,0.076524,0.072656
2176.00,0.053225,0.076038,0.070052
2174.00,0.052667,0.075151,0.071187
2172.00,0.053837,0.074412,0.072713
2170.00,0.052552,0.076342,0.072493
2168.00,0.054400,0.075704,0.070437
2166.00,0.052919,0.076151,0.070202
2164.00,0.053246,0.076358,0.069289
2162.00,0.052600,0.074693,0.070469
2160.00,0.052927,0.072905,0.071046
2158.00,0.053246,0.074234,0.071776
2156.00,0.053848,0.074420,0.069621
2154.00,0.053122,0.072606,0.069836
2152.00,0.053704,0.075374,0.071560
2150.00,0.053092,0.073850,0.068508
2148.00,0.052387,0.072348,0.070634
2146.00,0.053188,0.073271,0.069581
2144.00,0.051698,0.074725,0.068842
2142.00,0.053117,0.074503,0.068304
2140.00,0.051452,0.075014,0.070780
2138.00,0.052848,0.072985,0.069255
2136.00,0.052602,0.073547,0.068836
2134.00,0.052690,0.071900,0.070328
2132.00,0.051936,0.074041,0.067434
2130.00,0.051004,0.071150,0.067504
2128.00,0.052681,0.073335,0.070021
2126.00,0.052376,0.071033,0.068375
2124.00,0.051656,0.074073,0.069017
2122.00,0.051914,0.072237,0.067604
2120.00,0.050393,0.071002,0.069346
2118.00,0.051028,0.073442,0.068635
2116.00,0.052198,0.071891,0.069468
2114.00,0.052183,0.072569,0.069014
2112.00,0.051368,0.073362,0.067540
2110.00,0.050121,0.072352,0.069169
2108.00,0.050035,0.071988,0.067936
2106.00,0.052173,0.071776,0.068870
2104.00,0.050813,0.070169,0.067703
2102.00,0.051152,0.072301,0.067410
2100.00,0.051708,0.071520,0.066669
2098.00,0.050568,0.070947,0.068600
2096.00,0.050614,0.072247,0.066991
2094.00,0.049904,0.070363,0.065978
2092.00,0.051411,0.069735,0.067705
2090.00,0.049208,0.070710,0.068330
2088.00,0.050511,0.068954,0.066958
2086.00,0.049381,0.070806,0.066767
2084.00,0.050230,0.069591,0.067921
2082.00,0.051149,0.069669,0.064895
2080.00,0.051126,0.068860,0.065412
2078.00,0.049683,0.070908,0.066410
2076.00,0.051103,0.068568,0.067104
2074.00,0.048955,0.069215,0.065248
2072.00,0.049008,0.069410,0.065629
2070.00,0.050193,0.068698,0.065093
2068.00,0.049806,0.071136,0.064925
2066.00,0.050479,0.068681,0.065810
2064.00,0.049441,0.068350,0.065326
2062.00,0.050202,0.068160,0.064376
2060.00,0.049841,0.070723,0.066348
2058.00,0.049269,0.069425,0.065011
2056.00,0.049781,0.070658,0.065398
2054.00,0.049552,0.068782,0.065845
2052.00,0.049289,0.069704,0.065338
2050.00,0.049307,0.069146,0.066781
2048.00,0.048801,0.069074,0.065181
2046.00,0.048896,0.068600,0.065923
2044.00,0.048871,0.070150,0.063790
2042.00,0.049976,0.070270,0.063726
2040.00,0.049719,0.067402,0.065366
2038.00,0.048545,0.068976,0.065546
2036.00,0.048551,0.069607,0.065681
2034.00,0.049306,0.069358,0.065118
2032.00,0.049023,0.069149,0.065857
2030.00,0.050106,0.069677,0.065866
2028.00,0.049121,0.067097,0.065476
2026.00,0.048616,0.070173,0.066031
2024.00,0.048249,0.068162,0.064586
2022.00,0.049224,0.069706,0.063323
2020.00,0.048667,0.067786,0.064650
2018.00,0.048074,0.070157,0.065768
2016.00,0.048157,0.067698,0.066302
2014.00,0.048035,0.066929,0.063611
2012.00,0.049264,0.067220,0.064452
2010.00,0.047703,0.069067,0.064803
2008.00,0.048932,0.069315,0.064864
2006.00,0.049552,0.069862,0.066175
2004.00,0.048920,0.069159,0.065256
2002.00,0.048634,0.068400,0.065548
2000.00,0.047818,0.068873,0.065506
1998.00,0.049358,0.067734,0.064065
1996.00,0.048462,0.068239,0.063686
1994.00,0.048515,0.069921,0.063558
1992.00,0.049304,0.069774,0.064989
1990.00,0.047779,0.068927,0.063783
1988.00,0.047805,0.068284,0.064753
1986.00,0.048149,0.067500,0.065480
1984.00,0.049724,0.070041,0.064264
1982.00,0.049075,0.068970,0.065676
1980.00,0.049018,0.069729,0.064455
1978.00,0.048778,0.067549,0.063632
1976.00,0.049676,0.067729,0.065357
1974.00,0.048378,0.069531,0.066102
1972.00,0.049840,0.068165,0.063746
1970.00,0.049751,0.069551,0.064201
1968.00,0.049132,0.067453,0.066105
1966.00,0.048663,0.069647,0.064314
1964.00,0.049143,0.067567,0.065407
1962.00,0.048102,0.068886,0.065052
1960.00,0.048910,0.067635,0.063798
1958.00,0.050171,0.068809,0.064892
1956.00,0.048913,0.068629,0.066586
1954.00,0.050577,0.069012,0.064867
1952.00,0.049029,0.069945,0.066072
1950.00,0.049100,0.069061,0.065028
1948.00,0.049842,0.068427,0.065074
1946.00,0.050758,0.067917,0.064644
1944.00,0.050927,0.070492,0.065276
1942.00,0.049904,0.071121,0.066806
1940.00,0.049875,0.068857,0.067049
1938.00,0.049221,0.069205,0.066845
1936.00,0.050314,0.070411,0.065327
1934.00,0.050563,0.069199,0.066763
1932.00,0.049702,0.069212,0.065887
1930.00,0.049530,0.071789,0.067335
1928.00,0.049692,0.069980,0.067905
1926.00,0.049250,0.070662,0.067009
1924.00,0.050446,0.069768,0.066191
1922.00,0.049309,0.070782,0.065456
1920.00,0.051172,0.070231,0.066223
1918.00,0.050456,0.072523,0.067266
1916.00,0.050595,0.072645,0.067507
1914.00,0.051620,0.070254,0.068690
1912.00,0.050937,0.069708,0.068869
1910.00,0.051999,0.069815,0.068135
1908.00,0.050223,0.072002,0.067201
1906.00,0.051342,0.071512,0.067689
1904.00,0.050067,0.070002,0.066872
1902.00,0.052053,0.073265,0.067851
1900.00,0.052548,0.071165,0.066544
1898.00,0.050654,0.070793,0.069709
1896.00,0.051494,0.073218,0.068564
1894.00,0.051679,0.073496,0.070049
1892.00,0.052526,0.072730,0.068857
1890.00,0.051340,0.072561,0.067747
1888.00,0.051833,0.072863,0.067345
1886.00,0.050813,0.072934,0.068918
1884.00,0.051627,0.072063,0.069455
1882.00,0.052422,0.074108,0.068147
1880.00,0.052380,0.072097,0.069068
1878.00,0.051842,0.073242,0.069476
1876.00,0.052390,0.072012,0.069347
1874.00,0.051811,0.072245,0.071164
1872.00,0.053867,0.072658,0.070578
1870.00,0.051631,0.075146,0.069680
1868.00,0.052368,0.075091,0.069949
1866.00,0.052148,0.073517,0.071180
1864.00,0.054296,0.073695,0.071347
1862.00,0.052792,0.075293,0.070276
1860.00,0.052322,0.073155,0.071879
1858.00,0.053145,0.075468,0.071540
1856.00,0.053302,0.075751,0.069993
1854.00,0.053477,0.074463,0.070022
1852.00,0.052833,0.076385,0.071941
1850.00,0.054424,0.077031,0.069982
1848.00,0.052952,0.076587,0.071205
1846.00,0.053099,0.077179,0.073354
1844.00,0.053258,0.074945,0.070834
1842.00,0.053568,0.077634,0.072777
1840.00,0.054924,0.074778,0.072864
1838.00,0.055684,0.075854,0.071244
1836.00,0.054687,0.077866,0.071327
1834.00,0.055331,0.075636,0.072925
1832.00,0.054730,0.078006,0.073433
1830.00,0.055972,0.078915,0.074185
1828.00,0.055617,0.075875,0.071742
1826.00,0.055874,0.076913,0.073302
1824.00,0.056689,0.078962,0.073819
1822.00,0.056441,0.079470,0.074174
1820.00,0.054860,0.079023,0.073533
1818.00,0.055834,0.079852,0.072679
1816.00,0.055456,0.076967,0.075085
1814.00,0.057082,0.077178,0.075857
1812.00,0.056131,0.077248,0.076625
1810.00,0.056170,0.077384,0.075489
1808.00,0.056079,0.078130,0.077311
1806.00,0.056072,0.078416,0.076905
1804.00,0.056384,0.080518,0.076078
1802.00,0.056583,0.080882,0.077581
1800.00,0.056612,0.078445,0.081088
1798.00,0.058695,0.078626,0.081083
1796.00,0.057229,0.078831,0.084516
1794.00,0.059511,0.080529,0.086420
1792.00,0.058894,0.081622,0.089919
1790.00,0.060480,0.079202,0.095120
1788.00,0.061236,0.082301,0.097871
1786.00,0.062603,0.080004,0.103891
1784.00,0.065178,0.082350,0.113151
1782.00,0.069386,0.082297,0.123549
1780.00,0.071366,0.080410,0.134887
1778.00,0.077785,0.081398,0.145156
1776.00,0.082958,0.081924,0.162312
1774.00,0.090742,0.080904,0.180754
1772.00,0.099449,0.081635,0.202824
1770.00,0.111423,0.081455,0.227112
1768.00,0.124716,0.081096,0.253672
1766.00,0.142639,0.084122,0.285533
1764.00,0.162935,0.084408,0.318625
1762.00,0.187480,0.083633,0.357857
1760.00,0.213988,0.083061,0.396304
1758.00,0.245125,0.083704,0.442292
1756.00,0.280904,0.082432,0.488742
1754.00,0.320611,0.085135,0.536581
1752.00,0.364148,0.084015,0.585789
1750.00,0.411922,0.082836,0.637189
1748.00,0.464036,0.085284,0.688382
1746.00,0.517814,0.083007,0.736122
1744.00,0.573198,0.085750,0.785111
1742.00,0.630091,0.085545,0.830194
1740.00,0.685504,0.083764,0.870210
1738.00,0.741742,0.084065,0.907231
1736.00,0.794974,0.086552,0.938848
1734.00,0.844757,0.085639,0.965823
1732.00,0.888471,0.085562,0.983786
1730.00,0.928341,0.085736,0.996224
1728.00,0.957232,0.085820,1.000000
1726.00,0.981577,0.087125,0.995291
1724.00,0.995189,0.087022,0.983684
1722.00,1.000000,0.087135,0.964440
1720.00,0.995974,0.085105,0.940864
1718.00,0.980325,0.087817,0.910386
1716.00,0.958522,0.086614,0.871965
1714.00,0.927830,0.087295,0.831619
1712.00,0.890147,0.086431,0.785832
1710.00,0.845195,0.086309,0.740412
1708.00,0.795431,0.086894,0.689706
1706.00,0.742591,0.088142,0.640519
1704.00,0.687513,0.085911,0.590275
1702.00,0.631224,0.085890,0.540402
1700.00,0.575372,0.087527,0.491055
1698.00,0.519798,0.089186,0.446265
1696.00,0.465749,0.086307,0.401292
1694.00,0.414433,0.087196,0.361931
1692.00,0.366947,0.088425,0.324193
1690.00,0.323298,0.086582,0.291008
1688.00,0.284329,0.089765,0.260704
1686.00,0.248919,0.088598,0.232374
1684.00,0.216798,0.090047,0.208627
1682.00,0.191048,0.089425,0.185843
1680.00,0.167300,0.090835,0.168789
1678.00,0.147385,0.089803,0.152056
1676.00,0.128911,0.090706,0.141309
1674.00,0.114899,0.092632,0.128234
1672.00,0.103594,0.091989,0.120006
1670.00,0.095952,0.093086,0.113187
1668.00,0.088144,0.097058,0.105009
1666.00,0.083261,0.101075,0.102031
1664.00,0.078606,0.103805,0.098344
1662.00,0.075463,0.109303,0.095997
1660.00,0.073707,0.113902,0.091462
1658.00,0.071435,0.120978,0.089460
1656.00,0.069628,0.129028,0.090464
1654.00,0.071485,0.138907,0.088498
1652.00,0.070377,0.151877,0.085633
1650.00,0.072706,0.168528,0.085835
1648.00,0.073807,0.185505,0.084425
1646.00,0.076910,0.205465,0.084167
1644.00,0.081830,0.228796,0.085702
1642.00,0.087030,0.257265,0.087019
1640.00,0.091904,0.288772,0.084744
1638.00,0.101640,0.322220,0.086216
1636.00,0.108830,0.356476,0.086008
1634.00,0.120898,0.396000,0.085407
1632.00,0.135126,0.434504,0.084399
1630.00,0.147936,0.477435,0.085127
1628.00,0.165641,0.521664,0.085980
1626.00,0.183757,0.563140,0.084168
1624.00,0.203216,0.607514,0.087071
1622.00,0.223798,0.645316,0.087514
1620.00,0.246081,0.684794,0.087498
1618.00,0.270291,0.716959,0.086950
1616.00,0.291566,0.747457,0.088825
1614.00,0.315616,0.768935,0.089145
1612.00,0.334838,0.785462,0.090611
1610.00,0.354746,0.795792,0.092141
1608.00,0.372048,0.800437,0.090803
1606.00,0.384277,0.796428,0.094282
1604.00,0.393740,0.785930,0.096259
1602.00,0.401572,0.768422,0.099632
1600.00,0.403345,0.744653,0.102585
1598.00,0.400509,0.716435,0.107638
1596.00,0.393742,0.685123,0.111842
1594.00,0.384439,0.647461,0.118425
1592.00,0.370476,0.606414,0.125632
1590.00,0.354966,0.562596,0.135400
1588.00,0.334444,0.522260,0.144890
1586.00,0.314194,0.478460,0.158283
1584.00,0.292256,0.434559,0.170991
1582.00,0.268743,0.395011,0.186043
1580.00,0.245835,0.356255,0.204170
1578.00,0.224234,0.319655,0.222747
1576.00,0.203063,0.288625,0.247313
1574.00,0.182590,0.259004,0.268625
1572.00,0.164374,0.231767,0.297580
1570.00,0.147534,0.208512,0.324593
1568.00,0.134607,0.188809,0.353399
1566.00,0.121873,0.170155,0.386571
1564.00,0.109854,0.158828,0.418864
1562.00,0.101351,0.144684,0.451685
1560.00,0.091709,0.137860,0.487870
1558.00,0.086340,0.131257,0.522000
1556.00,0.080917,0.129753,0.557470
1554.00,0.077665,0.128636,0.592479
1552.00,0.072131,0.134181,0.623177
1550.00,0.069847,0.136365,0.653242
1548.00,0.067867,0.147556,0.683701
1546.00,0.066904,0.158266,0.708076
1544.00,0.066447,0.172439,0.730285
1542.00,0.065814,0.189873,0.748565
1540.00,0.064264,0.210561,0.761745
1538.00,0.063860,0.233755,0.773074
1536.00,0.063611,0.263758,0.776589
1534.00,0.062468,0.293713,0.775851
1532.00,0.064278,0.329280,0.773254
1530.00,0.063464,0.364299,0.762975
1528.00,0.064094,0.401008,0.748051
1526.00,0.062824,0.441960,0.729493
1524.00,0.061854,0.481391,0.708015
1522.00,0.062651,0.517347,0.682007
1520.00,0.063414,0.554289,0.654623
1518.00,0.063501,0.585627,0.624112
1516.00,0.063386,0.614158,0.590346
1514.00,0.061495,0.636582,0.556007
1512.00,0.062303,0.654109,0.520467
1510.00,0.061733,0.665686,0.487039
1508.00,0.061833,0.670204,0.451529
1506.00,0.061504,0.666664,0.416669
1504.00,0.061312,0.653572,0.384745
1502.00,0.060883,0.636545,0.350477
1500.00,0.060824,0.615252,0.321821
1498.00,0.062854,0.584288,0.293165
1496.00,0.062687,0.553272,0.268414
1494.00,0.061068,0.515057,0.243223
1492.00,0.062430,0.477542,0.222642
1490.00,0.061156,0.437987,0.199623
1488.00,0.061659,0.398624,0.184544
1486.00,0.060305,0.360358,0.167231
1484.00,0.060297,0.326353,0.153690
1482.00,0.060647,0.289592,0.141709
1480.00,0.061838,0.257896,0.131506
1478.00,0.060577,0.231621,0.122068
1476.00,0.061249,0.203731,0.114846
1474.00,0.061884,0.183430,0.107555
1472.00,0.060292,0.164530,0.102368
1470.00,0.061384,0.147849,0.098769
1468.00,0.059773,0.133041,0.094437
1466.00,0.059524,0.124601,0.092527
1464.00,0.061391,0.112959,0.088665
1462.00,0.059545,0.106709,0.087011
1460.00,0.059502,0.100297,0.085753
1458.00,0.061296,0.095634,0.084690
1456.00,0.061277,0.092709,0.081095
1454.00,0.061033,0.090835,0.080552
1452.00,0.059931,0.088747,0.080382
1450.00,0.059243,0.085723,0.081364
1448.00,0.059920,0.085207,0.080111
1446.00,0.059783,0.086559,0.079198
1444.00,0.058871,0.083366,0.078934
1442.00,0.058578,0.083682,0.079574
1440.00,0.059351,0.082266,0.078969
1438.00,0.059950,0.083683,0.078660
1436.00,0.058656,0.081423,0.079703
1434.00,0.059437,0.083557,0.078893
1432.00,0.058128,0.082855,0.078673
1430.00,0.058180,0.082132,0.079728
1428.00,0.057981,0.083309,0.078800
1426.00,0.058719,0.082301,0.076867
1424.00,0.058331,0.083727,0.078935
1422.00,0.058432,0.081813,0.077959
1420.00,0.059562,0.082826,0.075895
1418.00,0.058950,0.082436,0.078280
1416.00,0.057561,0.080056,0.076866
1414.00,0.057090,0.083145,0.077682
1412.00,0.058152,0.081100,0.075962
1410.00,0.056885,0.079601,0.076807
1408.00,0.059128,0.080669,0.077048
1406.00,0.056714,0.079485,0.077776
1404.00,0.056700,0.082265,0.077839
1402.00,0.058172,0.080068,0.077848
1400.00,0.057940,0.082090,0.076916
1398.00,0.056950,0.081698,0.076413
1396.00,0.056437,0.081171,0.075619
1394.00,0.057037,0.081040,0.075131
1392.00,0.056372,0.081422,0.077409
1390.00,0.057609,0.079519,0.075123
1388.00,0.056215,0.080159,0.074140
1386.00,0.057718,0.078707,0.074536
1384.00,0.058034,0.079306,0.076202
1382.00,0.056521,0.081292,0.075339
1380.00,0.058007,0.079799,0.076292
1378.00,0.057419,0.081179,0.073841
1376.00,0.056669,0.078061,0.074213
1374.00,0.057496,0.078174,0.075321
1372.00,0.056886,0.078560,0.075051
1370.00,0.056478,0.079037,0.075434
1368.00,0.056934,0.079505,0.073646
1366.00,0.057269,0.079695,0.074163
1364.00,0.056579,0.077696,0.074885
1362.00,0.055806,0.080303,0.075080
1360.00,0.055907,0.078979,0.073907
1358.00,0.055591,0.079981,0.073767
1356.00,0.056624,0.077068,0.075074
1354.00,0.056349,0.078509,0.073662
1352.00,0.056974,0.077579,0.072924
1350.00,0.055615,0.077918,0.074865
1348.00,0.054957,0.079613,0.072903
1346.00,0.056898,0.076891,0.075325
1344.00,0.056234,0.077772,0.074982
1342.00,0.056344,0.077480,0.072877
1340.00,0.055820,0.077786,0.073074
1338.00,0.054428,0.077635,0.074216
1336.00,0.055233,0.077181,0.074053
1334.00,0.055963,0.077104,0.075066
1332.00,0.056052,0.078095,0.072436
1330.00,0.054692,0.076451,0.072713
1328.00,0.055095,0.077837,0.073519
1326.00,0.056523,0.078798,0.073937
1324.00,0.057048,0.078041,0.073112
1322.00,0.056387,0.078380,0.073173
1320.00,0.056688,0.078893,0.072497
1318.00,0.057762,0.081421,0.074026
1316.00,0.058160,0.081939,0.072558
1314.00,0.057841,0.081133,0.072689
1312.00,0.058890,0.083234,0.073729
1310.00,0.060919,0.087258,0.072864
1308.00,0.062032,0.088175,0.073781
1306.00,0.065056,0.091089,0.072628
1304.00,0.067144,0.097181,0.073358
1302.00,0.071915,0.100075,0.074744
1300.00,0.076300,0.105727,0.074901
1298.00,0.082570,0.113816,0.074253
1296.00,0.087468,0.121707,0.073622
1294.00,0.096336,0.128482,0.075327
1292.00,0.106567,0.142510,0.076336
1290.00,0.117621,0.154607,0.076002
1288.00,0.130460,0.169100,0.078402
1286.00,0.146982,0.185067,0.078400
1284.00,0.163372,0.201517,0.080731
1282.00,0.182993,0.220603,0.081381
1280.00,0.204681,0.240226,0.083899
1278.00,0.229589,0.262806,0.088901
1276.00,0.254280,0.288234,0.093685
1274.00,0.282719,0.313388,0.096255
1272.00,0.313473,0.339104,0.103106
1270.00,0.344768,0.363385,0.111094
1268.00,0.377760,0.388745,0.121412
1266.00,0.411783,0.415221,0.129429
1264.00,0.444063,0.441753,0.140648
1262.00,0.478174,0.464715,0.156607
1260.00,0.511226,0.485221,0.169784
1258.00,0.542337,0.504545,0.187850
1256.00,0.570852,0.521191,0.206676
1254.00,0.599040,0.535052,0.226581
1252.00,0.621922,0.542780,0.250312
1250.00,0.639036,0.550134,0.274146
1248.00,0.654770,0.550341,0.300488
1246.00,0.665612,0.548109,0.327867
1244.00,0.669340,0.543764,0.354093
1242.00,0.669315,0.533139,0.383116
1240.00,0.664955,0.519582,0.409239
1238.00,0.654282,0.506525,0.438804
1236.00,0.640162,0.486776,0.464319
1234.00,0.623120,0.464462,0.490881
1232.00,0.599990,0.440291,0.514566
1230.00,0.573825,0.415214,0.533176
1228.00,0.546321,0.392176,0.549438
1226.00,0.514814,0.366225,0.564334
1224.00,0.484961,0.339860,0.574238
1222.00,0.451863,0.312268,0.581720
1220.00,0.420427,0.289428,0.582562
1218.00,0.388248,0.266095,0.582721
